Fold,Method,k,Selection_rank,Gene,logFC,FDR,Stat_score,Rank_stat,Degree,Normalized_degree,Rank_topo,Borda_score,Rank_NIBFS,mRMR_score,Relevance,Redundancy,Coefficient,Abs_Coefficient,Rank_LASSO
3,mRMR,20,13,RPLP1,,,,,,,,,,0.0942188110540993,0.2412906994403068,0.1470718883862074,,,
3,mRMR,20,14,MT-ND2,,,,,,,,,,0.0920251510489216,0.2142501823231142,0.1222250312741925,,,
3,mRMR,20,15,MATN2,,,,,,,,,,0.1189552070933778,0.5111798638171541,0.3922246567237762,,,
3,mRMR,20,16,SPRY2,,,,,,,,,,0.0842536113338317,0.5073887549436258,0.423135143609794,,,
3,mRMR,20,17,RPS12,,,,,,,,,,0.0641454384725846,0.2934583600547313,0.2293129215821467,,,
3,mRMR,20,18,ADAMTS5,,,,,,,,,,0.0706580150293598,0.4946569758723664,0.4239989608430066,,,
3,mRMR,20,19,COL11A1,,,,,,,,,,0.0489781933230019,0.4884208334488182,0.4394426401258163,,,
3,mRMR,20,20,UBE2T,,,,,,,,,,0.0350118502050476,0.484946790999023,0.4499349407939754,,,
3,LASSO,20,1,BPIFB2,,,,,,,,,,,,,0.1596050709330867,0.1596050709330867,1.0
3,LASSO,20,2,CTHRC1,,,,,,,,,,,,,0.1288316708158407,0.1288316708158407,2.0
3,LASSO,20,3,DPP6,,,,,,,,,,,,,0.1282885509779726,0.1282885509779726,3.0
3,LASSO,20,4,ITGBL1,,,,,,,,,,,,,0.1178322101916172,0.1178322101916172,4.0
3,LASSO,20,5,INHBA,,,,,,,,,,,,,0.1175031482667011,0.1175031482667011,5.0
3,LASSO,20,6,CLEC4G,,,,,,,,,,,,,-0.1080917219761792,0.1080917219761792,6.0
3,LASSO,20,7,MRGPRX3,,,,,,,,,,,,,0.1038462641280248,0.1038462641280248,7.0
3,LASSO,20,8,ASPN,,,,,,,,,,,,,0.0964927380084599,0.0964927380084599,8.0
3,LASSO,20,9,EIF3F,,,,,,,,,,,,,-0.0960591677730648,0.0960591677730648,9.0
3,LASSO,20,10,CD34,,,,,,,,,,,,,-0.088952482629368,0.088952482629368,10.0
3,LASSO,20,11,BGN,,,,,,,,,,,,,0.0879852143113267,0.0879852143113267,11.0
3,LASSO,20,12,CXCL2,,,,,,,,,,,,,-0.0869222668835084,0.0869222668835084,12.0
3,LASSO,20,13,CREB5,,,,,,,,,,,,,-0.0853648772597685,0.0853648772597685,13.0
3,LASSO,20,14,COL10A1,,,,,,,,,,,,,0.0851295062494408,0.0851295062494408,14.0
3,LASSO,20,15,MT1M,,,,,,,,,,,,,-0.0846325997351086,0.0846325997351086,15.0
3,LASSO,20,16,PCNX1,,,,,,,,,,,,,-0.0834828521079776,0.0834828521079776,16.0
3,LASSO,20,17,SIX4,,,,,,,,,,,,,0.0823621775929495,0.0823621775929495,17.0
3,LASSO,20,18,SCARA5,,,,,,,,,,,,,-0.0820839785155042,0.0820839785155042,18.0
3,LASSO,20,19,GTF2F2,,,,,,,,,,,,,-0.081167175604678,0.081167175604678,19.0
3,LASSO,20,20,S100P,,,,,,,,,,,,,0.0809242941618588,0.0809242941618588,20.0
4,NIBFS,20,1,CDK1,2.59545750108118,1.1968853423045689e-104,269.7249980401929,42.0,276.0,0.0173595823636706,34.5,34365.5,1.0,,,,,,
4,NIBFS,20,2,EGFR,-2.4652279373230783,1.1935434537831788e-82,201.9592670965403,107.0,460.0,0.0289326372727844,3.0,34332.0,2.0,,,,,,
4,NIBFS,20,3,CCNB1,2.359597356103928,9.431511050793954e-100,233.66011620366007,70.0,199.0,0.0125165104723567,134.0,34238.0,3.0,,,,,,
4,NIBFS,20,4,BUB1B,2.186981102021264,9.551776046455602e-96,207.80676032045815,96.0,181.0,0.0113843637964651,184.0,34162.0,4.0,,,,,,
4,NIBFS,20,5,FN1,1.8069785019035096,1.6862354652623906e-66,118.8505447817832,284.0,285.0,0.0179256557016164,29.0,34129.0,5.0,,,,,,
4,NIBFS,20,6,CDC20,2.098145841709175,1.4453893938163428e-72,150.73082902683333,197.0,203.0,0.0127680986225548,120.0,34125.0,6.0,,,,,,
4,NIBFS,20,7,EZH2,1.9078359732472907,2.173981190674249e-85,161.52262901247167,174.0,181.0,0.0113843637964651,184.0,34084.0,7.0,,,,,,
4,NIBFS,20,8,CAV1,-2.4207496845646106,2.662360093096471e-103,248.30775305056704,57.0,142.0,0.0089313793320334,339.0,34046.0,8.0,,,,,,
4,NIBFS,20,9,TOP2A,3.268112760511062,1.3337032834679182e-107,349.2793577407705,16.0,135.0,0.0084911000691867,381.5,34044.5,9.0,,,,,,
4,NIBFS,20,10,STAT1,1.8399592762688528,2.1881248239736523e-54,98.73208211608652,366.0,242.0,0.0152210830869866,62.0,34014.0,10.0,,,,,,
4,NIBFS,20,11,RRM2,3.42059816732762,1.0110908275945576e-113,386.5112076593225,10.0,129.0,0.0081137178438895,425.5,34006.5,11.0,,,,,,
4,NIBFS,20,12,KIT,-2.4084888787935133,1.0684670834863037e-62,149.25703958179608,200.0,161.0,0.0101264230454745,258.5,33983.5,12.0,,,,,,
4,NIBFS,20,13,GNAI1,-1.895143278436238,1.4261555276929764e-65,122.8921447538368,272.0,174.0,0.0109440845336184,207.0,33963.0,13.0,,,,,,
4,NIBFS,20,14,PPARG,-2.0528293449365163,2.297591860406145e-68,138.85076387786594,227.0,162.0,0.010189320083024,254.5,33960.5,14.0,,,,,,
4,NIBFS,20,15,UBE2C,2.2596511506043755,1.0409687893654244e-103,232.7046653740393,74.0,127.0,0.0079879237687904,441.5,33926.5,15.0,,,,,,
4,NIBFS,20,16,CCNA2,1.5381431491213944,3.532310116938745e-59,89.90745287088156,418.0,208.0,0.0130825838103025,112.0,33912.0,16.0,,,,,,
4,NIBFS,20,17,FGF2,-2.0270280161760272,5.459883188958214e-87,174.85714610112012,146.0,134.0,0.0084282030316372,389.5,33906.5,17.0,,,,,,
4,NIBFS,20,18,CCNB2,1.8428456359489065,1.117723937206958e-78,143.65288648599216,212.0,140.0,0.0088055852569343,346.0,33884.0,18.0,,,,,,
4,NIBFS,20,19,MAD2L1,1.959125717613377,4.29161345566035e-70,135.89941694935132,233.0,143.0,0.0089942763695829,331.0,33878.0,19.0,,,,,,
4,NIBFS,20,20,FOXO1,-1.5191038658484608,2.817392469858564e-85,128.44046374943107,256.0,142.0,0.0089313793320334,339.0,33847.0,20.0,,,,,,
4,DEG-only,20,1,COL11A1,4.7044074525451975,2.273729852120185e-124,581.66827914643,1.0,,,,,,,,,,,
4,DEG-only,20,2,COL10A1,4.081288138480002,1.0079501961951731e-136,555.0411509824806,2.0,,,,,,,,,,,
4,DEG-only,20,3,SCARA5,-3.9168130534422754,9.145600930872844e-141,548.505751859265,3.0,,,,,,,,,,,
4,DEG-only,20,4,VEGFD,-3.3028120278999498,9.145600930872844e-141,462.5217925632061,4.0,,,,,,,,,,,
4,DEG-only,20,5,CAVIN2,-3.3371338681722102,6.472567067478013e-139,461.15493662053376,5.0,,,,,,,,,,,
4,DEG-only,20,6,ADH1B,-4.3663074907597474,1.7746964697811758e-97,422.4440742434531,6.0,,,,,,,,,,,
4,DEG-only,20,7,ABCA8,-3.707390738662016,3.4401318715403655e-110,405.8236877305084,7.0,,,,,,,,,,,
4,DEG-only,20,8,INHBA,3.300263645958847,3.849618735247522e-123,404.0003956362963,8.0,,,,,,,,,,,
4,DEG-only,20,9,ADAMTS5,-3.0441170561831097,3.808262952312658e-129,390.9232995015938,9.0,,,,,,,,,,,
4,DEG-only,20,10,RRM2,3.42059816732762,1.0110908275945576e-113,386.5112076593225,10.0,,,,,,,,,,,
4,DEG-only,20,11,CHRDL1,-3.560203683767357,8.616606704041572e-108,381.1720102111408,11.0,,,,,,,,,,,
4,DEG-only,20,12,ECRG4,-3.6044290732286624,6.887744278356483e-106,379.0486926049538,12.0,,,,,,,,,,,
4,DEG-only,20,13,FMO2,-3.089183485952088,1.3966798381759162e-119,367.1646039924214,13.0,,,,,,,,,,,
4,DEG-only,20,14,MAMDC2,-3.003818934372771,7.608608265919428e-121,360.8148097380517,14.0,,,,,,,,,,,
4,DEG-only,20,15,NTRK2,-3.618290941288313,6.531848827836887e-100,358.88005630116584,15.0,,,,,,,,,,,
4,DEG-only,20,16,TOP2A,3.268112760511062,1.3337032834679182e-107,349.2793577407705,16.0,,,,,,,,,,,
4,DEG-only,20,17,CD300LG,-2.973744085570501,2.996190921892646e-116,343.5371182423009,17.0,,,,,,,,,,,
4,DEG-only,20,18,MME,-2.982611479630908,6.585473189046587e-112,331.61095877719833,18.0,,,,,,,,,,,
4,DEG-only,20,19,UHRF1,2.7312660651787795,1.41016188239525e-118,321.8817024153812,19.0,,,,,,,,,,,
4,DEG-only,20,20,NUSAP1,2.853024390885764,8.564390154611944e-112,316.8777260764598,20.0,,,,,,,,,,,
4,mRMR,20,1,VEGFD,,,,,,,,,,0.5272699187917484,0.5272699187917484,0.0,,,
4,mRMR,20,2,MT-ND4,,,,,,,,,,0.388519706743782,0.3986185552474428,0.0100988485036608,,,
4,mRMR,20,3,RPS15,,,,,,,,,,0.2244880599858434,0.2968687863754806,0.0723807263896371,,,
4,mRMR,20,4,COL11A1,,,,,,,,,,0.2276570520497554,0.5156970157388108,0.2880399636890553,,,
4,mRMR,20,5,UBB,,,,,,,,,,0.176063125260912,0.248234196688498,0.072171071427586,,,
4,mRMR,20,6,ADAMTS5,,,,,,,,,,0.1953908111596533,0.5213860464964644,0.3259952353368111,,,
4,mRMR,20,7,TPT1,,,,,,,,,,0.146610888396596,0.3646250635885646,0.2180141751919686,,,
4,mRMR,20,8,RPL32,,,,,,,,,,0.1295318283653461,0.366211377039765,0.2366795486744188,,,
4,mRMR,20,9,INHBA,,,,,,,,,,0.13599776325657,0.5031122071708147,0.3671144439142447,,,
4,mRMR,20,10,MT-ND2,,,,,,,,,,0.1246383585541268,0.2704905104115211,0.1458521518573943,,,
4,mRMR,20,11,SCARA5,,,,,,,,,,0.1264556530847278,0.525980688463878,0.3995250353791502,,,
4,mRMR,20,12,RPLP1,,,,,,,,,,0.119583982138018,0.2396629765430817,0.1200789944050637,,,
4,mRMR,20,13,UBE2T,,,,,,,,,,0.1154930268878208,0.4852604732029568,0.369767446315136,,,
4,mRMR,20,14,NKX1-1,,,,,,,,,,0.0945315930960824,0.2126044367961816,0.1180728437000992,,,
4,mRMR,20,15,COL10A1,,,,,,,,,,0.1093637589809534,0.5048659898264358,0.3955022308454824,,,
4,mRMR,20,16,RPS3,,,,,,,,,,0.0842042014753396,0.2169059511652225,0.1327017496898828,,,
4,mRMR,20,17,SPRY2,,,,,,,,,,0.0994029632905962,0.5076691821842962,0.4082662188936999,,,
4,mRMR,20,18,GJB2,,,,,,,,,,0.0652278296801217,0.4504637699681491,0.3852359402880273,,,
4,mRMR,20,19,CAVIN2,,,,,,,,,,0.0465587572108517,0.512215152843513,0.4656563956326613,,,
4,mRMR,20,20,RPS14,,,,,,,,,,0.0414269858559314,0.2253445542884444,0.183917568432513,,,
4,LASSO,20,1,BPIFB2,,,,,,,,,,,,,0.1698435002559704,0.1698435002559704,1.0
4,LASSO,20,2,LINC00852,,,,,,,,,,,,,0.1372835959644366,0.1372835959644366,2.0
4,LASSO,20,3,CTHRC1,,,,,,,,,,,,,0.1270583624520191,0.1270583624520191,3.0
4,LASSO,20,4,CREB5,,,,,,,,,,,,,-0.1176647072289939,0.1176647072289939,4.0
4,LASSO,20,5,COL8A1,,,,,,,,,,,,,0.1174607583579916,0.1174607583579916,5.0
4,LASSO,20,6,INHBA,,,,,,,,,,,,,0.1092942203765888,0.1092942203765888,6.0
4,LASSO,20,7,ATF3,,,,,,,,,,,,,-0.1038100220677063,0.1038100220677063,7.0
4,LASSO,20,8,COL10A1,,,,,,,,,,,,,0.1030239257297648,0.1030239257297648,8.0
4,LASSO,20,9,MIER1,,,,,,,,,,,,,0.0921286966093607,0.0921286966093607,9.0
4,LASSO,20,10,SRSF6,,,,,,,,,,,,,0.0879308836790408,0.0879308836790408,10.0
4,LASSO,20,11,CXCL2,,,,,,,,,,,,,-0.0871734978167368,0.0871734978167368,11.0
4,LASSO,20,12,S100A10,,,,,,,,,,,,,-0.08603910979372,0.08603910979372,12.0
4,LASSO,20,13,SCARA5,,,,,,,,,,,,,-0.0822391747289299,0.0822391747289299,13.0
4,LASSO,20,14,FOSB,,,,,,,,,,,,,-0.0814375800398966,0.0814375800398966,14.0
4,LASSO,20,15,LYVE1,,,,,,,,,,,,,-0.0813958122979605,0.0813958122979605,15.0
4,LASSO,20,16,ASPN,,,,,,,,,,,,,0.0799824217118431,0.0799824217118431,16.0
4,LASSO,20,17,COL11A1,,,,,,,,,,,,,0.0787201764442477,0.0787201764442477,17.0
4,LASSO,20,18,PRR4,,,,,,,,,,,,,0.0786328870898073,0.0786328870898073,18.0
4,LASSO,20,19,ITGBL1,,,,,,,,,,,,,0.0786016097426265,0.0786016097426265,19.0
4,LASSO,20,20,RBMS1,,,,,,,,,,,,,-0.0782684141651619,0.0782684141651619,20.0
5,NIBFS,20,1,CDK1,2.5810362418101804,9.83019126294501e-105,268.4469669788167,31.0,276.0,0.0173595823636706,34.5,34376.5,1.0,,,,,,
5,NIBFS,20,2,EGFR,-2.5117975919318667,8.130790225062212e-84,208.70492845645808,78.0,460.0,0.0289326372727844,3.0,34361.0,2.0,,,,,,
5,NIBFS,20,3,CCNB1,2.2906922084795385,1.2973462902803539e-93,212.77539908655467,70.0,199.0,0.0125165104723567,134.0,34238.0,3.0,,,,,,
5,NIBFS,20,4,BUB1B,2.071568915543418,8.194936145128042e-89,182.47716086953895,109.0,181.0,0.0113843637964651,184.0,34149.0,4.0,,,,,,
5,NIBFS,20,5,FN1,1.766653397152681,3.914109472480397e-64,112.0188403713498,276.0,285.0,0.0179256557016164,29.0,34137.0,5.0,,,,,,
5,NIBFS,20,6,CDC20,2.0405110317053965,1.4773397860493075e-67,136.36841251082285,208.0,203.0,0.0127680986225548,120.0,34114.0,6.0,,,,,,
5,NIBFS,20,7,EZH2,1.8185293386439527,1.0934115793650316e-79,143.59328851327626,187.0,181.0,0.0113843637964651,184.0,34071.0,7.0,,,,,,
5,NIBFS,20,8,STAT1,1.8340388924823463,8.980533167027469e-57,102.79182370502492,313.0,242.0,0.0152210830869866,62.0,34067.0,8.0,,,,,,
5,NIBFS,20,9,TOP2A,3.1953463008199896,3.0028885682555053e-103,327.59476581514207,15.0,135.0,0.0084911000691867,381.5,34045.5,9.0,,,,,,
5,NIBFS,20,10,CAV1,-2.3378669879717218,1.3859284650516177e-95,221.7659926858576,65.0,142.0,0.0089313793320334,339.0,34038.0,10.0,,,,,,
5,NIBFS,20,11,GNAI1,-1.9529839666177693,4.0536626135297736e-69,133.56877708062154,215.0,174.0,0.0109440845336184,207.0,34020.0,11.0,,,,,,
5,NIBFS,20,12,RRM2,3.396561484177425,3.209977397209213e-112,378.6945211300772,8.0,129.0,0.0081137178438895,425.5,34008.5,12.0,,,,,,
5,NIBFS,20,13,KIT,-2.322474758607962,5.7867101478753185e-59,135.2552823111487,212.0,161.0,0.0101264230454745,258.5,33971.5,13.0,,,,,,
5,NIBFS,20,14,PPARG,-2.021284500670592,6.227634398056018e-66,131.79922405595255,217.0,162.0,0.010189320083024,254.5,33970.5,14.0,,,,,,
5,NIBFS,20,15,UBE2C,2.165811627826111,1.095982499545921e-95,205.66589750161043,79.0,127.0,0.0079879237687904,441.5,33921.5,15.0,,,,,,
5,NIBFS,20,16,CCNA2,1.49011716588232,4.207091783836799e-56,82.51675501954792,415.0,208.0,0.0130825838103025,112.0,33915.0,16.0,,,,,,
5,NIBFS,20,17,FGF2,-1.9501637123251887,9.064672405543328e-83,159.99659477142873,155.0,134.0,0.0084282030316372,389.5,33897.5,17.0,,,,,,
5,NIBFS,20,18,MAD2L1,1.9199024596741536,4.939851422047233e-66,125.381699341175,233.0,143.0,0.0089942763695829,331.0,33878.0,18.0,,,,,,
5,NIBFS,20,19,CCNB2,1.755174653248589,3.095340509620604e-74,129.02164533931426,222.0,140.0,0.0088055852569343,346.0,33874.0,19.0,,,,,,
5,NIBFS,20,20,IGF1,-2.1432263687993296,3.0191098405691123e-57,121.13541387985956,243.0,140.0,0.0088055852569343,346.0,33853.0,20.0,,,,,,
5,DEG-only,20,1,COL10A1,4.098022771375702,1.48300384525887e-130,532.0416153301173,1.0,,,,,,,,,,,
5,DEG-only,20,2,COL11A1,4.616691656134625,7.372208773270888e-114,522.2974180808728,2.0,,,,,,,,,,,
5,DEG-only,20,3,SCARA5,-3.8478044443239674,2.4183891969403523e-132,506.43445285636017,3.0,,,,,,,,,,,
5,DEG-only,20,4,VEGFD,-3.35623324235233,1.6446888248411078e-138,462.43496000815526,4.0,,,,,,,,,,,
5,DEG-only,20,5,CAVIN2,-3.2599790985375874,9.395866597051711e-132,427.1454872377915,5.0,,,,,,,,,,,
5,DEG-only,20,6,INHBA,3.3670258760998317,1.8150302901458312e-126,423.3735916752789,6.0,,,,,,,,,,,
5,DEG-only,20,7,CHRDL1,-3.620181182044854,5.059080594474407e-106,381.1903385466461,7.0,,,,,,,,,,,
5,DEG-only,20,8,RRM2,3.396561484177425,3.209977397209213e-112,378.6945211300772,8.0,,,,,,,,,,,
5,DEG-only,20,9,ADH1B,-4.22549716401222,4.012932658402042e-90,377.7448183330628,9.0,,,,,,,,,,,
5,DEG-only,20,10,ABCA8,-3.6388182846003065,5.0865708672089776e-104,375.8665490294492,10.0,,,,,,,,,,,
5,DEG-only,20,11,ECRG4,-3.538852967115485,4.154933340508376e-104,365.8517013188353,11.0,,,,,,,,,,,
5,DEG-only,20,12,ADAMTS5,-2.936378901449171,1.6928619375240823e-116,339.94863310051744,12.0,,,,,,,,,,,
5,DEG-only,20,13,CD300LG,-2.9982687823135743,5.535885487905248e-113,336.5760977261436,13.0,,,,,,,,,,,
5,DEG-only,20,14,MAMDC2,-2.9159823856029417,4.45391755508668e-116,336.3622359786376,14.0,,,,,,,,,,,
5,DEG-only,20,15,TOP2A,3.1953463008199896,3.0028885682555053e-103,327.59476581514207,15.0,,,,,,,,,,,
5,DEG-only,20,16,NTRK2,-3.5445803532840965,4.3477975092984326e-93,327.3835760011622,16.0,,,,,,,,,,,
5,DEG-only,20,17,UHRF1,2.750390611554309,2.380522693621054e-117,320.7597055228533,17.0,,,,,,,,,,,
5,DEG-only,20,18,FMO2,-2.951654486078952,7.70830872587074e-107,313.20903320313056,18.0,,,,,,,,,,,
5,DEG-only,20,19,MMP11,2.975788415688399,6.579318555838593e-105,310.0230503600636,19.0,,,,,,,,,,,
5,DEG-only,20,20,LYVE1,-2.8923068192139723,5.085504219847851e-103,295.86466767919296,20.0,,,,,,,,,,,
5,mRMR,20,1,VEGFD,,,,,,,,,,0.5129068204434597,0.5129068204434597,0.0,,,
5,mRMR,20,2,MT-ND4,,,,,,,,,,0.3490476156319088,0.3800797302124872,0.0310321145805784,,,
5,mRMR,20,3,RPS15,,,,,,,,,,0.2192806979536044,0.3110342808271749,0.0917535828735704,,,
5,mRMR,20,4,INHBA,,,,,,,,,,0.222979913513225,0.5068841601923582,0.2839042466791331,,,
5,mRMR,20,5,UBB,,,,,,,,,,0.1363724257112343,0.2157941675944867,0.0794217418832524,,,
5,mRMR,20,6,SCARA5,,,,,,,,,,0.1617755760318867,0.5072467338238078,0.345471157791921,,,
5,mRMR,20,7,TPT1,,,,,,,,,,0.1271991771611658,0.3437580394859447,0.2165588623247789,,,
5,mRMR,20,8,RPS3,,,,,,,,,,0.0972007231807997,0.2170087381623198,0.11980801498152,,,
5,mRMR,20,9,COL10A1,,,,,,,,,,0.1401166034876693,0.498403726224778,0.3582871227371086,,,
5,mRMR,20,10,UBE2T,,,,,,,,,,0.1014461096087748,0.4749284467974581,0.3734823371886833,,,
5,mRMR,20,11,RPL32,,,,,,,,,,0.0808784187506006,0.3359160051945147,0.255037586443914,,,
5,mRMR,20,12,ADAMTS5,,,,,,,,,,0.0638749222920231,0.485902231904586,0.4220273096125629,,,
5,mRMR,20,13,COL11A1,,,,,,,,,,0.0406612112003108,0.4811671002855786,0.4405058890852678,,,
5,mRMR,20,14,RPS12,,,,,,,,,,0.0173641881864821,0.2610338883158478,0.2436697001293657,,,
5,mRMR,20,15,GJB2,,,,,,,,,,0.0197392491820614,0.4444987151047352,0.4247594659226738,,,
5,mRMR,20,16,PABPC1,,,,,,,,,,0.0107387731267341,0.2166828803044822,0.205944107177748,,,
5,mRMR,20,17,HOXA5,,,,,,,,,,0.0152185898329567,0.4685757981851046,0.4533572083521479,,,
5,mRMR,20,18,RPL12,,,,,,,,,,0.0028958279184321,0.2613909708272079,0.2584951429087758,,,
5,mRMR,20,19,MME,,,,,,,,,,0.0152564835445162,0.4586333038065571,0.4433768202620408,,,
5,mRMR,20,20,CAVIN2,,,,,,,,,,-0.0027630694361076,0.4929688442679603,0.4957319137040679,,,
5,LASSO,20,1,CTHRC1,,,,,,,,,,,,,0.1739023278397405,0.1739023278397405,1.0
5,LASSO,20,2,LINC00852,,,,,,,,,,,,,0.1608082181096474,0.1608082181096474,2.0
5,LASSO,20,3,INHBA,,,,,,,,,,,,,0.1507670547107624,0.1507670547107624,3.0
5,LASSO,20,4,MRGPRX3,,,,,,,,,,,,,0.1441009170599768,0.1441009170599768,4.0
5,LASSO,20,5,CLEC4G,,,,,,,,,,,,,-0.13611883568431,0.13611883568431,5.0
5,LASSO,20,6,BPIFB2,,,,,,,,,,,,,0.1340047175266018,0.1340047175266018,6.0
5,LASSO,20,7,EGFEM1P,,,,,,,,,,,,,0.1176979604472463,0.1176979604472463,7.0
5,LASSO,20,8,COL8A1,,,,,,,,,,,,,0.1159902698543458,0.1159902698543458,8.0
5,LASSO,20,9,COL10A1,,,,,,,,,,,,,0.1142911246196187,0.1142911246196187,9.0
5,LASSO,20,10,RBMS1,,,,,,,,,,,,,-0.1060495110812532,0.1060495110812532,10.0
5,LASSO,20,11,IER5L,,,,,,,,,,,,,0.1038560285629409,0.1038560285629409,11.0
5,LASSO,20,12,LRP2BP,,,,,,,,,,,,,0.0978083352941706,0.0978083352941706,12.0
5,LASSO,20,13,SIX4,,,,,,,,,,,,,0.0929182131607173,0.0929182131607173,13.0
5,LASSO,20,14,S100P,,,,,,,,,,,,,0.0916297210990972,0.0916297210990972,14.0
5,LASSO,20,15,CREB5,,,,,,,,,,,,,-0.090749802221297,0.090749802221297,15.0
5,LASSO,20,16,ASPN,,,,,,,,,,,,,0.0893499353135355,0.0893499353135355,16.0
5,LASSO,20,17,CILP2,,,,,,,,,,,,,0.0886625704018977,0.0886625704018977,17.0
5,LASSO,20,18,COG8,,,,,,,,,,,,,-0.0863431292875528,0.0863431292875528,18.0
5,LASSO,20,19,CD3E,,,,,,,,,,,,,0.0861783254417604,0.0861783254417604,19.0
5,LASSO,20,20,LYVE1,,,,,,,,,,,,,-0.0849793057015958,0.0849793057015958,20.0
