Fold,Method,k,Selection_rank,Gene,logFC,FDR,Stat_score,Rank_stat,Degree,Normalized_degree,Rank_topo,Borda_score,Rank_NIBFS,mRMR_score,Relevance,Redundancy,Coefficient,Abs_Coefficient,Rank_LASSO
3,NIBFS,20,5,CDC20,2.118746365329097,4.243001278508669e-73,153.33860443708926,194.0,203.0,0.0127680986225548,120.0,34128.0,5.0,,,,,,
3,NIBFS,20,6,FN1,1.806552600706176,3.0164511338518103e-67,120.17278897001466,287.0,285.0,0.0179256557016164,29.0,34126.0,6.0,,,,,,
3,NIBFS,20,7,EZH2,1.924934254841102,1.933865474773997e-89,170.767796961443,163.0,181.0,0.0113843637964651,184.0,34095.0,7.0,,,,,,
3,NIBFS,20,8,STAT1,1.8905015970570052,4.2574852320383854e-60,112.24068078817815,314.0,242.0,0.0152210830869866,62.0,34066.0,8.0,,,,,,
3,NIBFS,20,9,CAV1,-2.463007289195594,2.683269933185887e-106,260.022969200882,47.0,142.0,0.0089313793320334,339.0,34056.0,9.0,,,,,,
3,NIBFS,20,10,TOP2A,3.294612994256712,2.3450966943551512e-116,380.955570902051,11.0,135.0,0.0084911000691867,381.5,34049.5,10.0,,,,,,
3,NIBFS,20,11,RRM2,3.4868451792007016,3.0111798774113497e-123,427.21267628882606,7.0,129.0,0.0081137178438895,425.5,34009.5,11.0,,,,,,
3,NIBFS,20,12,CCNA2,1.573759881717472,5.814477674790629e-69,107.38627555814148,332.0,208.0,0.0130825838103025,112.0,33998.0,12.0,,,,,,
3,NIBFS,20,13,GNAI1,-1.9270577401635904,5.619521895705003e-69,131.52227010191962,247.0,174.0,0.0109440845336184,207.0,33988.0,13.0,,,,,,
3,NIBFS,20,14,PPARG,-2.1148068014797845,7.285039987735969e-72,150.44221277409522,201.0,162.0,0.010189320083024,254.5,33986.5,14.0,,,,,,
3,NIBFS,20,15,KIT,-2.326771631182996,2.380362367475741e-61,141.05670707869467,220.0,161.0,0.0101264230454745,258.5,33963.5,15.0,,,,,,
3,NIBFS,20,16,UBE2C,2.229443955458412,1.1574495898691372e-105,233.9500409827327,70.0,127.0,0.0079879237687904,441.5,33930.5,16.0,,,,,,
3,NIBFS,20,17,CCNB2,1.8649678729553407,8.201391091581647e-85,156.81789833288244,187.0,140.0,0.0088055852569343,346.0,33909.0,17.0,,,,,,
3,NIBFS,20,18,FGF2,-2.0165769646399725,5.299014973324067e-87,173.98180067295127,158.0,134.0,0.0084282030316372,389.5,33894.5,18.0,,,,,,
3,NIBFS,20,19,MAD2L1,1.9808824460208665,1.6341485464968386e-72,142.2010306618877,217.0,143.0,0.0089942763695829,331.0,33894.0,19.0,,,,,,
3,NIBFS,20,20,IGF1,-2.1887382982689,4.534642160300155e-64,138.64225023357196,230.0,140.0,0.0088055852569343,346.0,33866.0,20.0,,,,,,
3,DEG-only,20,1,COL11A1,4.727959954228814,3.1445497312178407e-124,583.9145978151042,1.0,,,,,,,,,,,
3,DEG-only,20,2,COL10A1,4.080956077300749,1.4660944960894842e-132,538.0081025295389,2.0,,,,,,,,,,,
3,DEG-only,20,3,SCARA5,-3.856062242868963,1.162598921373305e-138,531.884287688454,3.0,,,,,,,,,,,
3,DEG-only,20,4,VEGFD,-3.2926535848957275,6.288341047877022e-145,474.8054670983408,4.0,,,,,,,,,,,
3,DEG-only,20,5,CAVIN2,-3.3405907103909045,8.133148148759242e-138,457.9607163326898,5.0,,,,,,,,,,,
3,DEG-only,20,6,INHBA,3.4225073985928773,2.0957258136404996e-128,436.9811774436951,6.0,,,,,,,,,,,
3,DEG-only,20,7,RRM2,3.4868451792007016,3.0111798774113497e-123,427.21267628882606,7.0,,,,,,,,,,,
3,DEG-only,20,8,ABCA8,-3.6894703547215575,2.1533946226075053e-110,404.6126892833871,8.0,,,,,,,,,,,
3,DEG-only,20,9,ADH1B,-4.317409087941789,3.827437265929623e-91,390.3675743560446,9.0,,,,,,,,,,,
3,DEG-only,20,10,CHRDL1,-3.5474166445273605,4.037108291487569e-108,380.97101338746086,10.0,,,,,,,,,,,
3,DEG-only,20,11,TOP2A,3.294612994256712,2.3450966943551512e-116,380.955570902051,11.0,,,,,,,,,,,
3,DEG-only,20,12,ECRG4,-3.46832589127901,8.666883041009308e-107,367.8580560640466,12.0,,,,,,,,,,,
3,DEG-only,20,13,MAMDC2,-2.898663914515297,1.4419133798127951e-121,350.2776224145759,13.0,,,,,,,,,,,
3,DEG-only,20,14,UHRF1,2.817892414052862,3.1445497312178407e-124,348.01659311141424,14.0,,,,,,,,,,,
3,DEG-only,20,15,FMO2,-3.005906244691936,1.0529580046184042e-115,345.6118526230512,15.0,,,,,,,,,,,
3,DEG-only,20,16,CD300LG,-3.015295363408478,4.636503110242848e-115,344.7502054989771,16.0,,,,,,,,,,,
3,DEG-only,20,17,NTRK2,-3.4808766262887483,2.380875019263699e-96,332.85278250437426,17.0,,,,,,,,,,,
3,DEG-only,20,18,ADAMTS5,-2.851604257459138,3.0021906968769965e-117,332.27623310551246,18.0,,,,,,,,,,,
3,DEG-only,20,19,NUSAP1,2.836673211833989,7.907581024726353e-117,329.3433094178838,19.0,,,,,,,,,,,
3,DEG-only,20,20,PCLAF,2.844602422373161,5.632833368140069e-116,327.8383614255725,20.0,,,,,,,,,,,
3,mRMR,20,1,VEGFD,,,,,,,,,,0.5510799246500495,0.5510799246500495,0.0,,,
3,mRMR,20,2,MT-ND4,,,,,,,,,,0.4065702779743282,0.4118384977054745,0.0052682197311462,,,
3,mRMR,20,3,RPS15,,,,,,,,,,0.2672096761006016,0.3105866272959072,0.0433769511953056,,,
3,mRMR,20,4,INHBA,,,,,,,,,,0.2419066251857458,0.5176542769696897,0.2757476517839438,,,
3,mRMR,20,5,UBB,,,,,,,,,,0.2143902332492392,0.2607549436539178,0.0463647104046785,,,
3,mRMR,20,6,TPT1,,,,,,,,,,0.1929301925314418,0.3465002530238614,0.1535700604924195,,,
3,mRMR,20,7,SCARA5,,,,,,,,,,0.1917421014505512,0.5338895449689542,0.342147443518403,,,
3,mRMR,20,8,RPL32,,,,,,,,,,0.1363747382071288,0.3693352711918447,0.2329605329847159,,,
3,mRMR,20,9,TOP2A,,,,,,,,,,0.1231870641258908,0.4970042072599383,0.3738171431340475,,,
3,mRMR,20,10,RPS3,,,,,,,,,,0.1053836411104573,0.2278350506350777,0.1224514095246203,,,
3,mRMR,20,11,PGM5,,,,,,,,,,0.1194777266383051,0.501563255402635,0.3820855287643299,,,
3,mRMR,20,12,COL10A1,,,,,,,,,,0.085870032978302,0.5063077529452515,0.4204377199669494,,,
