edge_file,edge_file_sha256,raw_rows,canonical_rows_before_deduplication,duplicate_undirected_rows_removed,nodes_with_positive_degree,simple_undirected_edges,self_loops,n_nulls,swaps_per_null,max_tries_multiplier,random_state,sampled_nodes,save_first_n_edge_lists,n_nulls_completed,minimum_completed_swaps,maximum_completed_swaps,all_edge_counts_preserved,all_degrees_preserved_exactly,all_topology_ranks_identical,all_nibfs_panels_invariant_by_construction,mean_sampled_neighbor_change_fraction,sd_sampled_neighbor_change_fraction,n_existing_nibfs_ranking_files_audited,runtime_seconds,runtime_minutes,scientific_status
/content/NIBFS_degree_null_input/STRING_gene_edges_eligible_genes.csv,4ae43f9ab5790e9d4245d5251d078e86ae38f4382456270ab1c6b786fe626559,188626,188626,0,13684,188626,0,100,100000,30,42,1000,0,100,100000,100000,True,True,True,True,0.9563199999999996,0.005469622260884908,0,338.9857487500001,5.649762479166668,PASS: adjacency changed while degree/rank were preserved; NIBFS is invariant by construction
