Repeat,Fold,Method,k,Selection_rank,Gene
2,5,DEG-only,20,1,SCARA5
2,5,DEG-only,20,2,COL10A1
2,5,DEG-only,20,3,COL11A1
2,5,DEG-only,20,4,VEGFD
2,5,DEG-only,20,5,CAVIN2
2,5,DEG-only,20,6,RRM2
2,5,DEG-only,20,7,INHBA
2,5,DEG-only,20,8,ABCA8
2,5,DEG-only,20,9,ADH1B
2,5,DEG-only,20,10,CHRDL1
2,5,DEG-only,20,11,TOP2A
2,5,DEG-only,20,12,MAMDC2
2,5,DEG-only,20,13,ECRG4
2,5,DEG-only,20,14,CD300LG
2,5,DEG-only,20,15,ADAMTS5
2,5,DEG-only,20,16,FMO2
2,5,DEG-only,20,17,NTRK2
2,5,DEG-only,20,18,UHRF1
2,5,DEG-only,20,19,NUSAP1
2,5,DEG-only,20,20,MME
2,5,LASSO,20,1,CTHRC1
2,5,LASSO,20,2,BPIFB2
2,5,LASSO,20,3,INHBA
2,5,LASSO,20,4,LINC00852
2,5,LASSO,20,5,CREB5
2,5,LASSO,20,6,LYVE1
2,5,LASSO,20,7,COL10A1
2,5,LASSO,20,8,MIER1
2,5,LASSO,20,9,LRP2BP
2,5,LASSO,20,10,RBMS1
2,5,LASSO,20,11,ASPN
2,5,LASSO,20,12,BGN
2,5,LASSO,20,13,PCNX1
2,5,LASSO,20,14,MAPRE2
2,5,LASSO,20,15,ITGBL1
2,5,LASSO,20,16,DPP6
2,5,LASSO,20,17,CLEC4G
2,5,LASSO,20,18,COL8A1
2,5,LASSO,20,19,VEGFD
2,5,LASSO,20,20,S100P
2,5,NIBFS,20,1,CDK1
2,5,NIBFS,20,2,EGFR
2,5,NIBFS,20,3,CCNB1
2,5,NIBFS,20,4,BUB1B
2,5,NIBFS,20,5,CDC20
2,5,NIBFS,20,6,FN1
2,5,NIBFS,20,7,STAT1
2,5,NIBFS,20,8,EZH2
2,5,NIBFS,20,9,TOP2A
2,5,NIBFS,20,10,CAV1
2,5,NIBFS,20,11,RRM2
2,5,NIBFS,20,12,GNAI1
2,5,NIBFS,20,13,PPARG
2,5,NIBFS,20,14,KIT
2,5,NIBFS,20,15,UBE2C
2,5,NIBFS,20,16,FGF2
2,5,NIBFS,20,17,CCNA2
2,5,NIBFS,20,18,CCNB2
2,5,NIBFS,20,19,FOS
2,5,NIBFS,20,20,GNG2
2,5,mRMR,20,1,VEGFD
2,5,mRMR,20,2,MT-ND4
2,5,mRMR,20,3,RPS15
2,5,mRMR,20,4,INHBA
2,5,mRMR,20,5,UBB
2,5,mRMR,20,6,ADAMTS5
2,5,mRMR,20,7,TPT1
2,5,mRMR,20,8,COL10A1
2,5,mRMR,20,9,RPL32
2,5,mRMR,20,10,RPS3
2,5,mRMR,20,11,TOP2A
2,5,mRMR,20,12,MT-ND2
2,5,mRMR,20,13,SCARA5
2,5,mRMR,20,14,COL11A1
2,5,mRMR,20,15,RPLP1
2,5,mRMR,20,16,UHRF1
2,5,mRMR,20,17,SPRY2
2,5,mRMR,20,18,MATN2
2,5,mRMR,20,19,RPS12
2,5,mRMR,20,20,UBE2T
3,1,DEG-only,20,1,COL11A1
3,1,DEG-only,20,2,COL10A1
3,1,DEG-only,20,3,SCARA5
3,1,DEG-only,20,4,VEGFD
3,1,DEG-only,20,5,CAVIN2
3,1,DEG-only,20,6,INHBA
3,1,DEG-only,20,7,ADH1B
3,1,DEG-only,20,8,RRM2
3,1,DEG-only,20,9,ECRG4
3,1,DEG-only,20,10,CHRDL1
3,1,DEG-only,20,11,ABCA8
3,1,DEG-only,20,12,MAMDC2
3,1,DEG-only,20,13,ADAMTS5
3,1,DEG-only,20,14,NTRK2
3,1,DEG-only,20,15,FMO2
3,1,DEG-only,20,16,CD300LG
3,1,DEG-only,20,17,TOP2A
3,1,DEG-only,20,18,UHRF1
3,1,DEG-only,20,19,MATN2
3,1,DEG-only,20,20,LIFR
3,1,LASSO,20,1,CTHRC1
3,1,LASSO,20,2,LINC00852
3,1,LASSO,20,3,INHBA
3,1,LASSO,20,4,CLEC4G
3,1,LASSO,20,5,BPIFB2
3,1,LASSO,20,6,ITGBL1
3,1,LASSO,20,7,LYVE1
3,1,LASSO,20,8,PRR4
3,1,LASSO,20,9,RBMS1
3,1,LASSO,20,10,COL10A1
3,1,LASSO,20,11,GTF2F2
3,1,LASSO,20,12,DPP6
3,1,LASSO,20,13,ASPN
3,1,LASSO,20,14,MT1M
3,1,LASSO,20,15,CREB5
3,1,LASSO,20,16,PCNX1
3,1,LASSO,20,17,LRP2BP
3,1,LASSO,20,18,MIER1
3,1,LASSO,20,19,BGN
3,1,LASSO,20,20,MAPRE2
3,1,NIBFS,20,1,CDK1
3,1,NIBFS,20,2,EGFR
3,1,NIBFS,20,3,CCNB1
3,1,NIBFS,20,4,FN1
3,1,NIBFS,20,5,BUB1B
3,1,NIBFS,20,6,CDC20
3,1,NIBFS,20,7,EZH2
3,1,NIBFS,20,8,TOP2A
3,1,NIBFS,20,9,CAV1
3,1,NIBFS,20,10,STAT1
3,1,NIBFS,20,11,GNAI1
3,1,NIBFS,20,12,RRM2
3,1,NIBFS,20,13,KIT
3,1,NIBFS,20,14,PPARG
3,1,NIBFS,20,15,CCNA2
3,1,NIBFS,20,16,UBE2C
3,1,NIBFS,20,17,FGF2
3,1,NIBFS,20,18,FOXO1
3,1,NIBFS,20,19,MAD2L1
3,1,NIBFS,20,20,CCNB2
3,1,mRMR,20,1,VEGFD
3,1,mRMR,20,2,MT-ND4
3,1,mRMR,20,3,RPS15
3,1,mRMR,20,4,INHBA
3,1,mRMR,20,5,UBB
3,1,mRMR,20,6,TPT1
3,1,mRMR,20,7,SCARA5
3,1,mRMR,20,8,NKX1-1
3,1,mRMR,20,9,COL10A1
3,1,mRMR,20,10,RPL32
3,1,mRMR,20,11,MAMDC2
3,1,mRMR,20,12,MT-ND2
3,1,mRMR,20,13,ADAMTS5
3,1,mRMR,20,14,RPS3
3,1,mRMR,20,15,UBE2T
3,1,mRMR,20,16,RPS12
3,1,mRMR,20,17,CAVIN2
3,1,mRMR,20,18,GJB2
3,1,mRMR,20,19,SPRY2
3,1,mRMR,20,20,PABPC1
3,2,DEG-only,20,1,SCARA5
3,2,DEG-only,20,2,COL11A1
3,2,DEG-only,20,3,COL10A1
3,2,DEG-only,20,4,VEGFD
3,2,DEG-only,20,5,CAVIN2
3,2,DEG-only,20,6,ABCA8
3,2,DEG-only,20,7,INHBA
3,2,DEG-only,20,8,RRM2
3,2,DEG-only,20,9,ADH1B
3,2,DEG-only,20,10,ECRG4
3,2,DEG-only,20,11,MAMDC2
3,2,DEG-only,20,12,CHRDL1
3,2,DEG-only,20,13,ADAMTS5
3,2,DEG-only,20,14,TOP2A
3,2,DEG-only,20,15,CD300LG
3,2,DEG-only,20,16,MME
3,2,DEG-only,20,17,FMO2
3,2,DEG-only,20,18,NTRK2
3,2,DEG-only,20,19,UHRF1
3,2,DEG-only,20,20,LYVE1
3,2,LASSO,20,1,BPIFB2
3,2,LASSO,20,2,LINC00852
3,2,LASSO,20,3,CTHRC1
3,2,LASSO,20,4,EGFEM1P
3,2,LASSO,20,5,INHBA
3,2,LASSO,20,6,COL10A1
3,2,LASSO,20,7,CLEC4G
3,2,LASSO,20,8,RBMS1
3,2,LASSO,20,9,MRGPRX3
3,2,LASSO,20,10,GAS7
3,2,LASSO,20,11,CREB5
3,2,LASSO,20,12,COL8A1
3,2,LASSO,20,13,ASPN
3,2,LASSO,20,14,SCARA5
3,2,LASSO,20,15,HPR
3,2,LASSO,20,16,MIER1
3,2,LASSO,20,17,MEDAG
3,2,LASSO,20,18,CILP2
3,2,LASSO,20,19,MAMDC2
3,2,LASSO,20,20,CCN4
3,2,NIBFS,20,1,CDK1
3,2,NIBFS,20,2,EGFR
3,2,NIBFS,20,3,CCNB1
3,2,NIBFS,20,4,BUB1B
3,2,NIBFS,20,5,CDC20
3,2,NIBFS,20,6,STAT1
3,2,NIBFS,20,7,FN1
3,2,NIBFS,20,8,EZH2
3,2,NIBFS,20,9,TOP2A
3,2,NIBFS,20,10,CAV1
3,2,NIBFS,20,11,RRM2
3,2,NIBFS,20,12,GNAI1
3,2,NIBFS,20,13,PPARG
3,2,NIBFS,20,14,KIT
3,2,NIBFS,20,15,UBE2C
3,2,NIBFS,20,16,CCNA2
3,2,NIBFS,20,17,CCNB2
3,2,NIBFS,20,18,JUN
3,2,NIBFS,20,19,FGF2
3,2,NIBFS,20,20,MAD2L1
3,2,mRMR,20,1,VEGFD
3,2,mRMR,20,2,MT-ND4
3,2,mRMR,20,3,RPS15
3,2,mRMR,20,4,SCARA5
3,2,mRMR,20,5,UBB
3,2,mRMR,20,6,INHBA
3,2,mRMR,20,7,NKX1-1
3,2,mRMR,20,8,RPL32
3,2,mRMR,20,9,TPT1
3,2,mRMR,20,10,COL10A1
3,2,mRMR,20,11,MAMDC2
3,2,mRMR,20,12,MT-ND2
3,2,mRMR,20,13,RPLP1
3,2,mRMR,20,14,ADAMTS5
3,2,mRMR,20,15,KLHL29
3,2,mRMR,20,16,RPS3
3,2,mRMR,20,17,UBE2T
3,2,mRMR,20,18,COL11A1
3,2,mRMR,20,19,UHRF1
3,2,mRMR,20,20,SRPX
3,3,DEG-only,20,1,COL11A1
3,3,DEG-only,20,2,COL10A1
3,3,DEG-only,20,3,SCARA5
3,3,DEG-only,20,4,VEGFD
3,3,DEG-only,20,5,INHBA
3,3,DEG-only,20,6,CAVIN2
3,3,DEG-only,20,7,RRM2
3,3,DEG-only,20,8,ADH1B
3,3,DEG-only,20,9,ABCA8
3,3,DEG-only,20,10,CHRDL1
3,3,DEG-only,20,11,ECRG4
3,3,DEG-only,20,12,TOP2A
3,3,DEG-only,20,13,UHRF1
3,3,DEG-only,20,14,ADAMTS5
3,3,DEG-only,20,15,NTRK2
3,3,DEG-only,20,16,MMP11
3,3,DEG-only,20,17,FMO2
3,3,DEG-only,20,18,NUSAP1
3,3,DEG-only,20,19,MAMDC2
3,3,DEG-only,20,20,CD300LG
3,3,LASSO,20,1,LINC00852
3,3,LASSO,20,2,CTHRC1
3,3,LASSO,20,3,INHBA
3,3,LASSO,20,4,PRR4
3,3,LASSO,20,5,COL10A1
3,3,LASSO,20,6,CILP2
3,3,LASSO,20,7,SIX4
3,3,LASSO,20,8,ASPN
3,3,LASSO,20,9,COL11A1
3,3,LASSO,20,10,MAPRE2
3,3,LASSO,20,11,VEGFD
3,3,LASSO,20,12,ATF3
3,3,LASSO,20,13,BGN
3,3,LASSO,20,14,SIGLEC11
3,3,LASSO,20,15,EIF3F
3,3,LASSO,20,16,CCN4
3,3,LASSO,20,17,CLXN
3,3,LASSO,20,18,LYVE1
3,3,LASSO,20,19,GZMK
3,3,LASSO,20,20,TCEAL7
3,3,NIBFS,20,1,CDK1
3,3,NIBFS,20,2,EGFR
3,3,NIBFS,20,3,CCNB1
3,3,NIBFS,20,4,BUB1B
3,3,NIBFS,20,5,FN1
3,3,NIBFS,20,6,CDC20
3,3,NIBFS,20,7,EZH2
3,3,NIBFS,20,8,STAT1
3,3,NIBFS,20,9,TOP2A
3,3,NIBFS,20,10,CAV1
3,3,NIBFS,20,11,RRM2
3,3,NIBFS,20,12,KIT
3,3,NIBFS,20,13,GNAI1
3,3,NIBFS,20,14,PPARG
3,3,NIBFS,20,15,CCNA2
3,3,NIBFS,20,16,UBE2C
3,3,NIBFS,20,17,FGF2
3,3,NIBFS,20,18,CCNB2
3,3,NIBFS,20,19,MAD2L1
3,3,NIBFS,20,20,AURKA
3,3,mRMR,20,1,VEGFD
3,3,mRMR,20,2,MT-ND4
3,3,mRMR,20,3,RPS15
3,3,mRMR,20,4,INHBA
3,3,mRMR,20,5,UBB
3,3,mRMR,20,6,TOP2A
3,3,mRMR,20,7,TPT1
3,3,mRMR,20,8,COL10A1
3,3,mRMR,20,9,RPLP1
3,3,mRMR,20,10,ADAMTS5
3,3,mRMR,20,11,MT-ND2
3,3,mRMR,20,12,COL11A1
3,3,mRMR,20,13,RPS12
3,3,mRMR,20,14,SCARA5
3,3,mRMR,20,15,RPL32
3,3,mRMR,20,16,UBE2T
3,3,mRMR,20,17,RPS3
3,3,mRMR,20,18,MATN2
3,3,mRMR,20,19,KLHL29
3,3,mRMR,20,20,MMP11
3,4,DEG-only,20,1,COL11A1
3,4,DEG-only,20,2,SCARA5
3,4,DEG-only,20,3,COL10A1
3,4,DEG-only,20,4,VEGFD
3,4,DEG-only,20,5,CAVIN2
3,4,DEG-only,20,6,INHBA
3,4,DEG-only,20,7,RRM2
3,4,DEG-only,20,8,CHRDL1
3,4,DEG-only,20,9,ADH1B
3,4,DEG-only,20,10,ABCA8
3,4,DEG-only,20,11,ECRG4
3,4,DEG-only,20,12,MAMDC2
3,4,DEG-only,20,13,CD300LG
3,4,DEG-only,20,14,ADAMTS5
3,4,DEG-only,20,15,FMO2
3,4,DEG-only,20,16,TOP2A
3,4,DEG-only,20,17,UHRF1
3,4,DEG-only,20,18,NTRK2
3,4,DEG-only,20,19,MMP11
3,4,DEG-only,20,20,NUSAP1
3,4,LASSO,20,1,LRP2BP
3,4,LASSO,20,2,BPIFB2
3,4,LASSO,20,3,INHBA
3,4,LASSO,20,4,ITGBL1
3,4,LASSO,20,5,DPP6
3,4,LASSO,20,6,CTHRC1
3,4,LASSO,20,7,XIAP
3,4,LASSO,20,8,ZBTB16
3,4,LASSO,20,9,RBMS1
3,4,LASSO,20,10,COL10A1
3,4,LASSO,20,11,COL8A1
3,4,LASSO,20,12,SIX4
3,4,LASSO,20,13,LYVE1
3,4,LASSO,20,14,S100P
3,4,LASSO,20,15,EDEM3
3,4,LASSO,20,16,MEDAG
3,4,LASSO,20,17,SPRY4-IT1
3,4,LASSO,20,18,TMEM105
3,4,LASSO,20,19,LINC00475
3,4,LASSO,20,20,TCEAL7
3,4,NIBFS,20,1,CDK1
3,4,NIBFS,20,2,EGFR
3,4,NIBFS,20,3,CCNB1
3,4,NIBFS,20,4,BUB1B
3,4,NIBFS,20,5,FN1
3,4,NIBFS,20,6,CDC20
3,4,NIBFS,20,7,EZH2
3,4,NIBFS,20,8,CAV1
3,4,NIBFS,20,9,TOP2A
3,4,NIBFS,20,10,GNAI1
3,4,NIBFS,20,11,RRM2
3,4,NIBFS,20,12,STAT1
3,4,NIBFS,20,13,KIT
3,4,NIBFS,20,14,PPARG
3,4,NIBFS,20,15,UBE2C
3,4,NIBFS,20,16,FGF2
3,4,NIBFS,20,17,CCNA2
3,4,NIBFS,20,18,MAD2L1
3,4,NIBFS,20,19,GNG2
3,4,NIBFS,20,20,CCNB2
3,4,mRMR,20,1,CAVIN2
3,4,mRMR,20,2,MT-ND4
3,4,mRMR,20,3,RPS15
3,4,mRMR,20,4,INHBA
3,4,mRMR,20,5,UBB
3,4,mRMR,20,6,VEGFD
3,4,mRMR,20,7,TPT1
3,4,mRMR,20,8,UBE2T
3,4,mRMR,20,9,RPLP1
3,4,mRMR,20,10,SCARA5
3,4,mRMR,20,11,MT-ND2
3,4,mRMR,20,12,COL10A1
3,4,mRMR,20,13,RPL32
3,4,mRMR,20,14,ADAMTS5
3,4,mRMR,20,15,RPS3
3,4,mRMR,20,16,GJB2
3,4,mRMR,20,17,SPRY2
3,4,mRMR,20,18,RPS12
3,4,mRMR,20,19,UHRF1
3,4,mRMR,20,20,CCN4
3,5,DEG-only,20,1,COL11A1
3,5,DEG-only,20,2,COL10A1
3,5,DEG-only,20,3,SCARA5
3,5,DEG-only,20,4,CAVIN2
3,5,DEG-only,20,5,VEGFD
3,5,DEG-only,20,6,INHBA
3,5,DEG-only,20,7,RRM2
3,5,DEG-only,20,8,ADH1B
3,5,DEG-only,20,9,ABCA8
3,5,DEG-only,20,10,CHRDL1
3,5,DEG-only,20,11,TOP2A
3,5,DEG-only,20,12,ECRG4
3,5,DEG-only,20,13,ADAMTS5
3,5,DEG-only,20,14,UHRF1
3,5,DEG-only,20,15,MAMDC2
3,5,DEG-only,20,16,CD300LG
3,5,DEG-only,20,17,FMO2
3,5,DEG-only,20,18,PCLAF
3,5,DEG-only,20,19,NTRK2
3,5,DEG-only,20,20,NUSAP1
3,5,LASSO,20,1,BPIFB2
3,5,LASSO,20,2,CTHRC1
3,5,LASSO,20,3,INHBA
3,5,LASSO,20,4,LINC00852
3,5,LASSO,20,5,ASPN
3,5,LASSO,20,6,CLEC4G
3,5,LASSO,20,7,MAPRE2
3,5,LASSO,20,8,LYVE1
3,5,LASSO,20,9,COL8A1
3,5,LASSO,20,10,CREB5
3,5,LASSO,20,11,RBMS1
3,5,LASSO,20,12,LRP2BP
3,5,LASSO,20,13,COL10A1
3,5,LASSO,20,14,ITGBL1
3,5,LASSO,20,15,BGN
3,5,LASSO,20,16,PCNX1
3,5,LASSO,20,17,MRGPRX3
3,5,LASSO,20,18,GTF2F2
3,5,LASSO,20,19,JUN
3,5,LASSO,20,20,SCARA5
3,5,NIBFS,20,1,CDK1
3,5,NIBFS,20,2,EGFR
3,5,NIBFS,20,3,CCNB1
3,5,NIBFS,20,4,BUB1B
3,5,NIBFS,20,5,FN1
3,5,NIBFS,20,6,CDC20
3,5,NIBFS,20,7,EZH2
3,5,NIBFS,20,8,STAT1
3,5,NIBFS,20,9,CAV1
3,5,NIBFS,20,10,TOP2A
3,5,NIBFS,20,11,RRM2
3,5,NIBFS,20,12,GNAI1
3,5,NIBFS,20,13,PPARG
3,5,NIBFS,20,14,CCNA2
3,5,NIBFS,20,15,UBE2C
3,5,NIBFS,20,16,FGF2
3,5,NIBFS,20,17,MAD2L1
3,5,NIBFS,20,18,KIT
3,5,NIBFS,20,19,CCNB2
3,5,NIBFS,20,20,FOXO1
3,5,mRMR,20,1,SCARA5
3,5,mRMR,20,2,MT-ND4
3,5,mRMR,20,3,RPS15
3,5,mRMR,20,4,COL11A1
3,5,mRMR,20,5,UBB
3,5,mRMR,20,6,INHBA
3,5,mRMR,20,7,TPT1
3,5,mRMR,20,8,ADAMTS5
3,5,mRMR,20,9,RPLP1
3,5,mRMR,20,10,VEGFD
3,5,mRMR,20,11,MT-ND2
3,5,mRMR,20,12,UBE2T
3,5,mRMR,20,13,RPS3
3,5,mRMR,20,14,COL10A1
3,5,mRMR,20,15,RPL32
3,5,mRMR,20,16,UHRF1
3,5,mRMR,20,17,IL11RA
3,5,mRMR,20,18,PLAC9
3,5,mRMR,20,19,RPL12
3,5,mRMR,20,20,GJB2
4,1,DEG-only,20,1,COL10A1
4,1,DEG-only,20,2,COL11A1
4,1,DEG-only,20,3,SCARA5
4,1,DEG-only,20,4,CAVIN2
4,1,DEG-only,20,5,VEGFD
4,1,DEG-only,20,6,INHBA
4,1,DEG-only,20,7,ADH1B
4,1,DEG-only,20,8,RRM2
4,1,DEG-only,20,9,ABCA8
4,1,DEG-only,20,10,CHRDL1
4,1,DEG-only,20,11,ECRG4
4,1,DEG-only,20,12,MAMDC2
4,1,DEG-only,20,13,CD300LG
4,1,DEG-only,20,14,NTRK2
4,1,DEG-only,20,15,FMO2
4,1,DEG-only,20,16,ADAMTS5
4,1,DEG-only,20,17,TOP2A
4,1,DEG-only,20,18,UHRF1
4,1,DEG-only,20,19,MME
4,1,DEG-only,20,20,MMP11
4,1,LASSO,20,1,CTHRC1
4,1,LASSO,20,2,INHBA
4,1,LASSO,20,3,LINC00852
4,1,LASSO,20,4,ITGBL1
4,1,LASSO,20,5,CLEC4G
4,1,LASSO,20,6,MAPRE2
4,1,LASSO,20,7,BPIFB2
4,1,LASSO,20,8,EGFEM1P
4,1,LASSO,20,9,RBMS1
4,1,LASSO,20,10,COL10A1
4,1,LASSO,20,11,LYVE1
4,1,LASSO,20,12,TCEAL7
4,1,LASSO,20,13,ASPN
4,1,LASSO,20,14,PCNX1
4,1,LASSO,20,15,MEDAG
4,1,LASSO,20,16,CREB5
4,1,LASSO,20,17,MT1M
4,1,LASSO,20,18,PRR4
4,1,LASSO,20,19,TPPP3
4,1,LASSO,20,20,MMP8
4,1,NIBFS,20,1,CDK1
4,1,NIBFS,20,2,EGFR
4,1,NIBFS,20,3,CCNB1
4,1,NIBFS,20,4,BUB1B
4,1,NIBFS,20,5,FN1
4,1,NIBFS,20,6,CDC20
4,1,NIBFS,20,7,EZH2
4,1,NIBFS,20,8,CAV1
4,1,NIBFS,20,9,TOP2A
4,1,NIBFS,20,10,STAT1
4,1,NIBFS,20,11,GNAI1
4,1,NIBFS,20,12,RRM2
4,1,NIBFS,20,13,PPARG
4,1,NIBFS,20,14,KIT
4,1,NIBFS,20,15,FGF2
4,1,NIBFS,20,16,UBE2C
4,1,NIBFS,20,17,CCNA2
4,1,NIBFS,20,18,CCNB2
4,1,NIBFS,20,19,FOS
4,1,NIBFS,20,20,MAD2L1
4,1,mRMR,20,1,SCARA5
4,1,mRMR,20,2,MT-ND4
4,1,mRMR,20,3,RPLP1
4,1,mRMR,20,4,INHBA
4,1,mRMR,20,5,UBB
4,1,mRMR,20,6,UBE2T
4,1,mRMR,20,7,RPS15
4,1,mRMR,20,8,COL10A1
4,1,mRMR,20,9,TPT1
4,1,mRMR,20,10,VEGFD
4,1,mRMR,20,11,MT-ND2
4,1,mRMR,20,12,RPS3
4,1,mRMR,20,13,COL11A1
4,1,mRMR,20,14,ADAMTS5
4,1,mRMR,20,15,RPL32
4,1,mRMR,20,16,CAVIN2
4,1,mRMR,20,17,MAMDC2
4,1,mRMR,20,18,GJB2
4,1,mRMR,20,19,RPS12
4,1,mRMR,20,20,MME
4,2,DEG-only,20,1,COL11A1
4,2,DEG-only,20,2,COL10A1
4,2,DEG-only,20,3,SCARA5
4,2,DEG-only,20,4,VEGFD
4,2,DEG-only,20,5,CAVIN2
4,2,DEG-only,20,6,INHBA
4,2,DEG-only,20,7,ADH1B
4,2,DEG-only,20,8,ABCA8
4,2,DEG-only,20,9,ECRG4
4,2,DEG-only,20,10,CHRDL1
4,2,DEG-only,20,11,RRM2
4,2,DEG-only,20,12,MAMDC2
4,2,DEG-only,20,13,FMO2
4,2,DEG-only,20,14,ADAMTS5
4,2,DEG-only,20,15,MMP11
4,2,DEG-only,20,16,NTRK2
4,2,DEG-only,20,17,CD300LG
4,2,DEG-only,20,18,UHRF1
4,2,DEG-only,20,19,TOP2A
4,2,DEG-only,20,20,LIFR
4,2,LASSO,20,1,BPIFB2
4,2,LASSO,20,2,LINC00852
4,2,LASSO,20,3,CTHRC1
4,2,LASSO,20,4,INHBA
4,2,LASSO,20,5,PCNX1
4,2,LASSO,20,6,RBMS1
4,2,LASSO,20,7,COL8A1
4,2,LASSO,20,8,PRR4
4,2,LASSO,20,9,MAPRE2
4,2,LASSO,20,10,MT1M
4,2,LASSO,20,11,CD34
4,2,LASSO,20,12,ASPN
4,2,LASSO,20,13,COL11A1
4,2,LASSO,20,14,CLEC4G
4,2,LASSO,20,15,COL10A1
4,2,LASSO,20,16,CLXN
4,2,LASSO,20,17,ITGBL1
4,2,LASSO,20,18,GTF2F2
4,2,LASSO,20,19,MAMDC2
4,2,LASSO,20,20,SIX4
4,2,NIBFS,20,1,CDK1
4,2,NIBFS,20,2,EGFR
4,2,NIBFS,20,3,CCNB1
4,2,NIBFS,20,4,BUB1B
4,2,NIBFS,20,5,CDC20
4,2,NIBFS,20,6,FN1
4,2,NIBFS,20,7,EZH2
4,2,NIBFS,20,8,TOP2A
4,2,NIBFS,20,9,CAV1
4,2,NIBFS,20,10,STAT1
4,2,NIBFS,20,11,RRM2
4,2,NIBFS,20,12,GNAI1
4,2,NIBFS,20,13,KIT
4,2,NIBFS,20,14,PPARG
4,2,NIBFS,20,15,UBE2C
4,2,NIBFS,20,16,MAD2L1
4,2,NIBFS,20,17,CCNA2
4,2,NIBFS,20,18,FGF2
4,2,NIBFS,20,19,CCNB2
4,2,NIBFS,20,20,GNG2
4,2,mRMR,20,1,VEGFD
4,2,mRMR,20,2,MT-ND4
4,2,mRMR,20,3,RPS15
4,2,mRMR,20,4,UBB
4,2,mRMR,20,5,INHBA
4,2,mRMR,20,6,TPT1
4,2,mRMR,20,7,SCARA5
4,2,mRMR,20,8,RPL32
4,2,mRMR,20,9,GJB2
4,2,mRMR,20,10,RPLP1
4,2,mRMR,20,11,MT-ND2
4,2,mRMR,20,12,COL11A1
4,2,mRMR,20,13,ADAMTS5
4,2,mRMR,20,14,UBE2T
4,2,mRMR,20,15,RPS12
4,2,mRMR,20,16,CAVIN2
4,2,mRMR,20,17,MAMDC2
4,2,mRMR,20,18,RPL12
4,2,mRMR,20,19,MMP11
4,2,mRMR,20,20,PABPC1
4,3,DEG-only,20,1,COL10A1
4,3,DEG-only,20,2,COL11A1
4,3,DEG-only,20,3,SCARA5
4,3,DEG-only,20,4,VEGFD
4,3,DEG-only,20,5,CAVIN2
4,3,DEG-only,20,6,RRM2
4,3,DEG-only,20,7,INHBA
4,3,DEG-only,20,8,ADH1B
4,3,DEG-only,20,9,ABCA8
4,3,DEG-only,20,10,ECRG4
4,3,DEG-only,20,11,TOP2A
4,3,DEG-only,20,12,CHRDL1
4,3,DEG-only,20,13,ADAMTS5
4,3,DEG-only,20,14,UHRF1
4,3,DEG-only,20,15,MAMDC2
4,3,DEG-only,20,16,NUSAP1
4,3,DEG-only,20,17,NTRK2
4,3,DEG-only,20,18,CD300LG
4,3,DEG-only,20,19,FMO2
4,3,DEG-only,20,20,LIFR
4,3,LASSO,20,1,CTHRC1
4,3,LASSO,20,2,LINC00852
4,3,LASSO,20,3,INHBA
4,3,LASSO,20,4,COL10A1
4,3,LASSO,20,5,CILP2
4,3,LASSO,20,6,MRGPRX3
4,3,LASSO,20,7,CCN4
4,3,LASSO,20,8,BGN
4,3,LASSO,20,9,FAP
4,3,LASSO,20,10,COG8
4,3,LASSO,20,11,S100P
4,3,LASSO,20,12,ASPN
4,3,LASSO,20,13,COX15
4,3,LASSO,20,14,COMP
4,3,LASSO,20,15,MAPRE2
4,3,LASSO,20,16,CLEC4G
4,3,LASSO,20,17,RBMS1
4,3,LASSO,20,18,SIX4
4,3,LASSO,20,19,LYVE1
4,3,LASSO,20,20,SCARA5
4,3,NIBFS,20,1,CDK1
4,3,NIBFS,20,2,EGFR
4,3,NIBFS,20,3,CCNB1
4,3,NIBFS,20,4,BUB1B
4,3,NIBFS,20,5,CDC20
4,3,NIBFS,20,6,FN1
4,3,NIBFS,20,7,EZH2
4,3,NIBFS,20,8,STAT1
4,3,NIBFS,20,9,TOP2A
4,3,NIBFS,20,10,CAV1
4,3,NIBFS,20,11,KIT
4,3,NIBFS,20,12,RRM2
4,3,NIBFS,20,13,CCNA2
4,3,NIBFS,20,14,GNAI1
4,3,NIBFS,20,15,PPARG
4,3,NIBFS,20,16,UBE2C
4,3,NIBFS,20,17,CCNB2
4,3,NIBFS,20,18,MAD2L1
4,3,NIBFS,20,19,FGF2
4,3,NIBFS,20,20,JUN
4,3,mRMR,20,1,VEGFD
4,3,mRMR,20,2,MT-ND4
4,3,mRMR,20,3,RPS15
4,3,mRMR,20,4,INHBA
4,3,mRMR,20,5,UBB
4,3,mRMR,20,6,ADAMTS5
4,3,mRMR,20,7,TPT1
4,3,mRMR,20,8,COL11A1
4,3,mRMR,20,9,RPLP1
4,3,mRMR,20,10,SCARA5
4,3,mRMR,20,11,MT-ND2
4,3,mRMR,20,12,UBE2T
4,3,mRMR,20,13,COL10A1
4,3,mRMR,20,14,RPS3
4,3,mRMR,20,15,TOP2A
4,3,mRMR,20,16,RPL32
4,3,mRMR,20,17,MAMDC2
4,3,mRMR,20,18,PABPC1
4,3,mRMR,20,19,MMP11
4,3,mRMR,20,20,RPS12
4,4,DEG-only,20,1,COL10A1
4,4,DEG-only,20,2,COL11A1
4,4,DEG-only,20,3,SCARA5
4,4,DEG-only,20,4,VEGFD
4,4,DEG-only,20,5,CAVIN2
