Evaluation_setting,NIBFS,DEG-only,mRMR-inspired,LASSO
Primary 5-fold,0.9499418604651163,0.8998837209302326,0.7847500000000001,0.4693837209302326
Repeated 10x5-fold,0.9536604651162791,0.9276302325581396,0.7804797342192692,0.528963122923588
Training-fold-fitted 5-fold,0.9399302325581396,0.8298023255813953,0.35925581395348816,0.30919767441860446
