Repeat,Fold,Method,k,Selection_rank,Gene
7,4,Stability-selection,20,17,LRIG3
7,4,Stability-selection,20,18,MEDAG
7,4,Stability-selection,20,19,POSTN
7,4,Stability-selection,20,20,ABCA9
7,5,Stability-selection,20,1,INHBA
7,5,Stability-selection,20,2,CTHRC1
7,5,Stability-selection,20,3,GSTM5
7,5,Stability-selection,20,4,MEDAG
7,5,Stability-selection,20,5,PCNX1
7,5,Stability-selection,20,6,EIF3F
7,5,Stability-selection,20,7,S100P
7,5,Stability-selection,20,8,CREB5
7,5,Stability-selection,20,9,ZBTB16
7,5,Stability-selection,20,10,BGN
7,5,Stability-selection,20,11,ATF3
7,5,Stability-selection,20,12,GABARAPL1
7,5,Stability-selection,20,13,GAS7
7,5,Stability-selection,20,14,IER5L
7,5,Stability-selection,20,15,POSTN
7,5,Stability-selection,20,16,SIX4
7,5,Stability-selection,20,17,SCARA5
7,5,Stability-selection,20,18,SELENOI
7,5,Stability-selection,20,19,BARD1
7,5,Stability-selection,20,20,SOX17
8,1,Stability-selection,20,1,CREB5
8,1,Stability-selection,20,2,INHBA
8,1,Stability-selection,20,3,CTHRC1
8,1,Stability-selection,20,4,EIF3F
8,1,Stability-selection,20,5,IER5L
8,1,Stability-selection,20,6,BGN
8,1,Stability-selection,20,7,ZBTB16
8,1,Stability-selection,20,8,BBS2
8,1,Stability-selection,20,9,ATF3
8,1,Stability-selection,20,10,MEDAG
8,1,Stability-selection,20,11,MT1M
8,1,Stability-selection,20,12,PLP1
8,1,Stability-selection,20,13,POSTN
8,1,Stability-selection,20,14,PCNX1
8,1,Stability-selection,20,15,GSTM5
8,1,Stability-selection,20,16,BARD1
8,1,Stability-selection,20,17,PAK2
8,1,Stability-selection,20,18,S100A10
8,1,Stability-selection,20,19,SIX4
8,1,Stability-selection,20,20,CD34
8,2,Stability-selection,20,1,CTHRC1
8,2,Stability-selection,20,2,GABARAPL1
8,2,Stability-selection,20,3,INHBA
8,2,Stability-selection,20,4,PCNX1
8,2,Stability-selection,20,5,ABCA9
8,2,Stability-selection,20,6,BGN
8,2,Stability-selection,20,7,LSR
8,2,Stability-selection,20,8,LYVE1
8,2,Stability-selection,20,9,CTSG
8,2,Stability-selection,20,10,MT1M
8,2,Stability-selection,20,11,S100P
8,2,Stability-selection,20,12,MEDAG
8,2,Stability-selection,20,13,GSTM5
8,2,Stability-selection,20,14,SIX4
8,2,Stability-selection,20,15,POSTN
8,2,Stability-selection,20,16,TCEAL7
8,2,Stability-selection,20,17,ATF3
8,2,Stability-selection,20,18,BARD1
8,2,Stability-selection,20,19,COL10A1
8,2,Stability-selection,20,20,ALDH1A3
8,3,Stability-selection,20,1,CTHRC1
8,3,Stability-selection,20,2,INHBA
8,3,Stability-selection,20,3,PCNX1
8,3,Stability-selection,20,4,CILP2
8,3,Stability-selection,20,5,GABARAPL1
8,3,Stability-selection,20,6,S100P
8,3,Stability-selection,20,7,LSR
8,3,Stability-selection,20,8,COL10A1
8,3,Stability-selection,20,9,SIX4
8,3,Stability-selection,20,10,GAS7
8,3,Stability-selection,20,11,MEDAG
8,3,Stability-selection,20,12,BARD1
8,3,Stability-selection,20,13,RAD1
8,3,Stability-selection,20,14,ABCA9
8,3,Stability-selection,20,15,ZBTB16
8,3,Stability-selection,20,16,TCEAL7
8,3,Stability-selection,20,17,EIF3F
8,3,Stability-selection,20,18,MT1M
8,3,Stability-selection,20,19,LRIG3
8,3,Stability-selection,20,20,CXCL2
8,4,Stability-selection,20,1,INHBA
8,4,Stability-selection,20,2,CTHRC1
8,4,Stability-selection,20,3,BGN
8,4,Stability-selection,20,4,MEDAG
8,4,Stability-selection,20,5,GAS7
8,4,Stability-selection,20,6,ALDH1A2
8,4,Stability-selection,20,7,GSTM5
8,4,Stability-selection,20,8,IER5L
8,4,Stability-selection,20,9,ZBTB16
8,4,Stability-selection,20,10,SIX4
8,4,Stability-selection,20,11,CXCR4
8,4,Stability-selection,20,12,PCNX1
8,4,Stability-selection,20,13,PLP1
8,4,Stability-selection,20,14,COL1A1
8,4,Stability-selection,20,15,VIT
8,4,Stability-selection,20,16,CREB5
8,4,Stability-selection,20,17,MMP9
8,4,Stability-selection,20,18,POSTN
8,4,Stability-selection,20,19,GABARAPL1
8,4,Stability-selection,20,20,LSR
8,5,Stability-selection,20,1,CTHRC1
8,5,Stability-selection,20,2,CXCL2
8,5,Stability-selection,20,3,GAS7
8,5,Stability-selection,20,4,INHBA
8,5,Stability-selection,20,5,BARD1
8,5,Stability-selection,20,6,EIF3F
8,5,Stability-selection,20,7,CREB5
8,5,Stability-selection,20,8,LYVE1
8,5,Stability-selection,20,9,GABARAPL1
8,5,Stability-selection,20,10,SCARA5
8,5,Stability-selection,20,11,SIX4
8,5,Stability-selection,20,12,MEDAG
8,5,Stability-selection,20,13,IRF9
8,5,Stability-selection,20,14,ATF3
8,5,Stability-selection,20,15,VEGFD
8,5,Stability-selection,20,16,FOS
8,5,Stability-selection,20,17,IER5L
8,5,Stability-selection,20,18,POSTN
8,5,Stability-selection,20,19,PAK3
8,5,Stability-selection,20,20,CILP2
9,1,Stability-selection,20,1,INHBA
9,1,Stability-selection,20,2,CTHRC1
9,1,Stability-selection,20,3,MEDAG
9,1,Stability-selection,20,4,GAS7
9,1,Stability-selection,20,5,GSTM5
9,1,Stability-selection,20,6,IER5L
9,1,Stability-selection,20,7,LYVE1
9,1,Stability-selection,20,8,BGN
9,1,Stability-selection,20,9,ATF3
9,1,Stability-selection,20,10,GABARAPL1
9,1,Stability-selection,20,11,PCNX1
9,1,Stability-selection,20,12,ZBTB16
9,1,Stability-selection,20,13,EIF3F
9,1,Stability-selection,20,14,COL10A1
9,1,Stability-selection,20,15,SIX4
9,1,Stability-selection,20,16,LSR
9,1,Stability-selection,20,17,BBS2
9,1,Stability-selection,20,18,BARD1
9,1,Stability-selection,20,19,CREB5
9,1,Stability-selection,20,20,S100P
9,2,Stability-selection,20,1,CTHRC1
9,2,Stability-selection,20,2,INHBA
9,2,Stability-selection,20,3,MEDAG
9,2,Stability-selection,20,4,EBF3
9,2,Stability-selection,20,5,IER5L
9,2,Stability-selection,20,6,POSTN
9,2,Stability-selection,20,7,GAS7
9,2,Stability-selection,20,8,ATF3
9,2,Stability-selection,20,9,CREB5
9,2,Stability-selection,20,10,COL1A1
9,2,Stability-selection,20,11,VIT
9,2,Stability-selection,20,12,BGN
9,2,Stability-selection,20,13,PCNX1
9,2,Stability-selection,20,14,GNL1
9,2,Stability-selection,20,15,ANGPTL1
9,2,Stability-selection,20,16,PLXNA4
9,2,Stability-selection,20,17,BARD1
9,2,Stability-selection,20,18,PLP1
9,2,Stability-selection,20,19,GABARAPL1
9,2,Stability-selection,20,20,BBS2
9,3,Stability-selection,20,1,INHBA
9,3,Stability-selection,20,2,CTHRC1
9,3,Stability-selection,20,3,GAS7
9,3,Stability-selection,20,4,BGN
9,3,Stability-selection,20,5,GSTM5
9,3,Stability-selection,20,6,CMA1
9,3,Stability-selection,20,7,POSTN
9,3,Stability-selection,20,8,MEDAG
9,3,Stability-selection,20,9,EIF3F
9,3,Stability-selection,20,10,CREB5
9,3,Stability-selection,20,11,VIT
9,3,Stability-selection,20,12,CILP2
9,3,Stability-selection,20,13,PLP1
9,3,Stability-selection,20,14,SIX4
9,3,Stability-selection,20,15,IER5L
9,3,Stability-selection,20,16,ZBTB16
9,3,Stability-selection,20,17,CXCR4
9,3,Stability-selection,20,18,BBS2
9,3,Stability-selection,20,19,ALDH1A2
9,3,Stability-selection,20,20,CD34
9,4,Stability-selection,20,1,CTHRC1
9,4,Stability-selection,20,2,INHBA
9,4,Stability-selection,20,3,MEDAG
9,4,Stability-selection,20,4,SIX4
9,4,Stability-selection,20,5,CILP2
9,4,Stability-selection,20,6,CREB5
9,4,Stability-selection,20,7,ATF3
9,4,Stability-selection,20,8,IER5L
9,4,Stability-selection,20,9,EIF3F
9,4,Stability-selection,20,10,BGN
9,4,Stability-selection,20,11,PCNX1
9,4,Stability-selection,20,12,GABARAPL1
9,4,Stability-selection,20,13,GSTM5
9,4,Stability-selection,20,14,IFI6
9,4,Stability-selection,20,15,JUN
9,4,Stability-selection,20,16,S100A10
9,4,Stability-selection,20,17,S100P
9,4,Stability-selection,20,18,ZBTB16
9,4,Stability-selection,20,19,BBS2
9,4,Stability-selection,20,20,CXCL2
9,5,Stability-selection,20,1,CTHRC1
9,5,Stability-selection,20,2,TCEAL7
9,5,Stability-selection,20,3,COL10A1
9,5,Stability-selection,20,4,CXCL2
9,5,Stability-selection,20,5,PCNX1
9,5,Stability-selection,20,6,GABARAPL1
9,5,Stability-selection,20,7,NREP
9,5,Stability-selection,20,8,INHBA
9,5,Stability-selection,20,9,MME
9,5,Stability-selection,20,10,BGN
9,5,Stability-selection,20,11,COL11A1
9,5,Stability-selection,20,12,SIX4
9,5,Stability-selection,20,13,CBX4
9,5,Stability-selection,20,14,MAMDC2
9,5,Stability-selection,20,15,GPRC5A
9,5,Stability-selection,20,16,LSR
9,5,Stability-selection,20,17,BARD1
9,5,Stability-selection,20,18,ABCA9
9,5,Stability-selection,20,19,AKAP19
9,5,Stability-selection,20,20,LYVE1
10,1,Stability-selection,20,1,CTHRC1
10,1,Stability-selection,20,2,GABARAPL1
10,1,Stability-selection,20,3,BGN
10,1,Stability-selection,20,4,INHBA
10,1,Stability-selection,20,5,PCNX1
10,1,Stability-selection,20,6,FAP
10,1,Stability-selection,20,7,S100P
10,1,Stability-selection,20,8,CCN4
10,1,Stability-selection,20,9,ABCA9
10,1,Stability-selection,20,10,EIF3F
10,1,Stability-selection,20,11,MT1M
10,1,Stability-selection,20,12,LSR
10,1,Stability-selection,20,13,IFI6
10,1,Stability-selection,20,14,GAS7
10,1,Stability-selection,20,15,ATF3
10,1,Stability-selection,20,16,CXCL10
10,1,Stability-selection,20,17,LYVE1
10,1,Stability-selection,20,18,LEF1
10,1,Stability-selection,20,19,NREP
10,1,Stability-selection,20,20,PDLIM3
10,2,Stability-selection,20,1,INHBA
10,2,Stability-selection,20,2,IER5L
10,2,Stability-selection,20,3,CTHRC1
10,2,Stability-selection,20,4,MEDAG
10,2,Stability-selection,20,5,SIX4
10,2,Stability-selection,20,6,BGN
10,2,Stability-selection,20,7,GSTM5
10,2,Stability-selection,20,8,CREB5
10,2,Stability-selection,20,9,CILP2
10,2,Stability-selection,20,10,POSTN
10,2,Stability-selection,20,11,S100P
10,2,Stability-selection,20,12,ATF3
10,2,Stability-selection,20,13,BARD1
10,2,Stability-selection,20,14,CTSG
10,2,Stability-selection,20,15,EIF3F
10,2,Stability-selection,20,16,PCNX1
10,2,Stability-selection,20,17,PLP1
10,2,Stability-selection,20,18,GABARAPL1
10,2,Stability-selection,20,19,CMA1
10,2,Stability-selection,20,20,SCARA5
10,3,Stability-selection,20,1,INHBA
10,3,Stability-selection,20,2,CTHRC1
10,3,Stability-selection,20,3,MEDAG
10,3,Stability-selection,20,4,POSTN
10,3,Stability-selection,20,5,BGN
10,3,Stability-selection,20,6,SIX4
10,3,Stability-selection,20,7,CREB5
10,3,Stability-selection,20,8,ZBTB16
10,3,Stability-selection,20,9,GAS7
10,3,Stability-selection,20,10,MT1M
10,3,Stability-selection,20,11,PCNX1
10,3,Stability-selection,20,12,S100P
10,3,Stability-selection,20,13,SELENOI
10,3,Stability-selection,20,14,CCL21
10,3,Stability-selection,20,15,PLXNA4
10,3,Stability-selection,20,16,COL10A1
10,3,Stability-selection,20,17,BBS2
10,3,Stability-selection,20,18,GSTM5
10,3,Stability-selection,20,19,PLAC9
10,3,Stability-selection,20,20,EIF3F
10,4,Stability-selection,20,1,CTHRC1
10,4,Stability-selection,20,2,INHBA
10,4,Stability-selection,20,3,GAS7
10,4,Stability-selection,20,4,LYVE1
10,4,Stability-selection,20,5,GSTM5
10,4,Stability-selection,20,6,BBS2
10,4,Stability-selection,20,7,CREB5
10,4,Stability-selection,20,8,EIF3F
10,4,Stability-selection,20,9,BARD1
10,4,Stability-selection,20,10,MEDAG
10,4,Stability-selection,20,11,CXCL2
10,4,Stability-selection,20,12,BGN
10,4,Stability-selection,20,13,ZBTB16
10,4,Stability-selection,20,14,SPC25
10,4,Stability-selection,20,15,POSTN
10,4,Stability-selection,20,16,PLP1
10,4,Stability-selection,20,17,IER5L
10,4,Stability-selection,20,18,GNL1
10,4,Stability-selection,20,19,JUN
10,4,Stability-selection,20,20,LRIG3
10,5,Stability-selection,20,1,INHBA
10,5,Stability-selection,20,2,CTHRC1
10,5,Stability-selection,20,3,MEDAG
10,5,Stability-selection,20,4,SIX4
10,5,Stability-selection,20,5,GAS7
10,5,Stability-selection,20,6,BARD1
10,5,Stability-selection,20,7,PCNX1
10,5,Stability-selection,20,8,ZBTB16
10,5,Stability-selection,20,9,CCDC25
10,5,Stability-selection,20,10,LYVE1
10,5,Stability-selection,20,11,GABARAPL1
10,5,Stability-selection,20,12,BBS2
10,5,Stability-selection,20,13,COL10A1
10,5,Stability-selection,20,14,JUN
10,5,Stability-selection,20,15,PLP1
10,5,Stability-selection,20,16,IER5L
10,5,Stability-selection,20,17,ATF3
10,5,Stability-selection,20,18,BGN
10,5,Stability-selection,20,19,EIF3F
10,5,Stability-selection,20,20,CREB5
