Repeat,Fold,Method,k,Selection_rank,Gene
2,5,DEG-only,20,4,CAVIN2
2,5,DEG-only,20,5,VEGFD
2,5,DEG-only,20,6,ADH1B
2,5,DEG-only,20,7,ABCA8
2,5,DEG-only,20,8,RRM2
2,5,DEG-only,20,9,INHBA
2,5,DEG-only,20,10,CHRDL1
2,5,DEG-only,20,11,CD300LG
2,5,DEG-only,20,12,TOP2A
2,5,DEG-only,20,13,NTRK2
2,5,DEG-only,20,14,FMO2
2,5,DEG-only,20,15,ADAMTS5
2,5,DEG-only,20,16,ECRG4
2,5,DEG-only,20,17,MAMDC2
2,5,DEG-only,20,18,PLIN1
2,5,DEG-only,20,19,MATN2
2,5,DEG-only,20,20,MME
2,5,LASSO,20,1,RBMS3-AS3
2,5,LASSO,20,2,SEL1L2
2,5,LASSO,20,3,CTHRC1
2,5,LASSO,20,4,SNX19
2,5,LASSO,20,5,GSTM5
2,5,LASSO,20,6,PCNX1
2,5,LASSO,20,7,CREB5
2,5,LASSO,20,8,CLEC4G
2,5,LASSO,20,9,QRICH1
2,5,LASSO,20,10,DCAF4L1
2,5,LASSO,20,11,OTUD7A
2,5,LASSO,20,12,AKAP19
2,5,LASSO,20,13,TP53AIP1
2,5,LASSO,20,14,CLCN5
2,5,LASSO,20,15,STIMATE
2,5,LASSO,20,16,CD3E
2,5,LASSO,20,17,PTBP1
2,5,LASSO,20,18,IGFBP7
2,5,LASSO,20,19,AADAC
2,5,LASSO,20,20,MS4A8
2,5,NIBFS,20,1,CDK1
2,5,NIBFS,20,2,EGFR
2,5,NIBFS,20,3,CCNB1
2,5,NIBFS,20,4,STAT1
2,5,NIBFS,20,5,BUB1B
2,5,NIBFS,20,6,CDC20
2,5,NIBFS,20,7,EZH2
2,5,NIBFS,20,8,FN1
2,5,NIBFS,20,9,CAV1
2,5,NIBFS,20,10,TOP2A
2,5,NIBFS,20,11,RRM2
2,5,NIBFS,20,12,PPARG
2,5,NIBFS,20,13,FGF2
2,5,NIBFS,20,14,CCNB2
2,5,NIBFS,20,15,FOS
2,5,NIBFS,20,16,UBE2C
2,5,NIBFS,20,17,GNAI1
2,5,NIBFS,20,18,CCNA2
2,5,NIBFS,20,19,CXCL10
2,5,NIBFS,20,20,AURKA
2,5,mRMR,20,1,RPL32
2,5,mRMR,20,2,GLYAT
2,5,mRMR,20,3,TMSB10
2,5,mRMR,20,4,TPT1
2,5,mRMR,20,5,TNNC1
2,5,mRMR,20,6,GSC
2,5,mRMR,20,7,MT-ND4
2,5,mRMR,20,8,S100A7
2,5,mRMR,20,9,RPS12
2,5,mRMR,20,10,S100G
2,5,mRMR,20,11,UBB
2,5,mRMR,20,12,COL10A1
2,5,mRMR,20,13,RPS15
2,5,mRMR,20,14,LINC01224
2,5,mRMR,20,15,ART3
2,5,mRMR,20,16,RPL12
2,5,mRMR,20,17,WDR38
2,5,mRMR,20,18,CA4
2,5,mRMR,20,19,RPL3
2,5,mRMR,20,20,ETNPPL
3,1,DEG-only,20,1,COL11A1
3,1,DEG-only,20,2,COL10A1
3,1,DEG-only,20,3,SCARA5
3,1,DEG-only,20,4,ADH1B
3,1,DEG-only,20,5,CAVIN2
3,1,DEG-only,20,6,CHRDL1
3,1,DEG-only,20,7,VEGFD
3,1,DEG-only,20,8,ABCA8
3,1,DEG-only,20,9,INHBA
3,1,DEG-only,20,10,ECRG4
3,1,DEG-only,20,11,CD300LG
3,1,DEG-only,20,12,NTRK2
3,1,DEG-only,20,13,RRM2
3,1,DEG-only,20,14,FMO2
3,1,DEG-only,20,15,MAMDC2
3,1,DEG-only,20,16,MATN2
3,1,DEG-only,20,17,TOP2A
3,1,DEG-only,20,18,ADAMTS5
3,1,DEG-only,20,19,PLIN1
3,1,DEG-only,20,20,CRYAB
3,1,LASSO,20,1,CLEC4G
3,1,LASSO,20,2,SEL1L2
3,1,LASSO,20,3,RBMS3-AS3
3,1,LASSO,20,4,CTHRC1
3,1,LASSO,20,5,OTUD7A
3,1,LASSO,20,6,CCDC141
3,1,LASSO,20,7,HPR
3,1,LASSO,20,8,IGFBP7
3,1,LASSO,20,9,SNX19
3,1,LASSO,20,10,RIC3
3,1,LASSO,20,11,QRICH1
3,1,LASSO,20,12,GSTM5
3,1,LASSO,20,13,PCNX1
3,1,LASSO,20,14,B4GALT5
3,1,LASSO,20,15,SAP30L
3,1,LASSO,20,16,TP53AIP1
3,1,LASSO,20,17,CILP2
3,1,LASSO,20,18,TMEM105
3,1,LASSO,20,19,SNORC
3,1,LASSO,20,20,AKAP19
3,1,NIBFS,20,1,CDK1
3,1,NIBFS,20,2,EGFR
3,1,NIBFS,20,3,CCNB1
3,1,NIBFS,20,4,BUB1B
3,1,NIBFS,20,5,CDC20
3,1,NIBFS,20,6,FN1
3,1,NIBFS,20,7,EZH2
3,1,NIBFS,20,8,CAV1
3,1,NIBFS,20,9,STAT1
3,1,NIBFS,20,10,TOP2A
3,1,NIBFS,20,11,GNAI1
3,1,NIBFS,20,12,RRM2
3,1,NIBFS,20,13,KIT
3,1,NIBFS,20,14,PPARG
3,1,NIBFS,20,15,FGF2
3,1,NIBFS,20,16,UBE2C
3,1,NIBFS,20,17,CCNB2
3,1,NIBFS,20,18,CCNA2
3,1,NIBFS,20,19,GNG2
3,1,NIBFS,20,20,FOXO1
3,1,mRMR,20,1,COL10A1
3,1,mRMR,20,2,RPS15
3,1,mRMR,20,3,MT-ND4
3,1,mRMR,20,4,TDRD12
3,1,mRMR,20,5,RPS12
3,1,mRMR,20,6,UBB
3,1,mRMR,20,7,PLAAT1
3,1,mRMR,20,8,VEGFD
3,1,mRMR,20,9,MYL3
3,1,mRMR,20,10,TPT1
3,1,mRMR,20,11,KCNU1
3,1,mRMR,20,12,ARIH2OS
3,1,mRMR,20,13,TRPA1
3,1,mRMR,20,14,RPL6
3,1,mRMR,20,15,SEMA6A
3,1,mRMR,20,16,CRYBA2
3,1,mRMR,20,17,LRRC4C
3,1,mRMR,20,18,PABPC1
3,1,mRMR,20,19,PAH
3,1,mRMR,20,20,RPL32
3,2,DEG-only,20,1,SCARA5
3,2,DEG-only,20,2,COL11A1
3,2,DEG-only,20,3,COL10A1
3,2,DEG-only,20,4,VEGFD
3,2,DEG-only,20,5,CAVIN2
3,2,DEG-only,20,6,ADH1B
3,2,DEG-only,20,7,ABCA8
3,2,DEG-only,20,8,CHRDL1
3,2,DEG-only,20,9,CD300LG
3,2,DEG-only,20,10,INHBA
3,2,DEG-only,20,11,ECRG4
3,2,DEG-only,20,12,CD36
3,2,DEG-only,20,13,RRM2
3,2,DEG-only,20,14,MAMDC2
3,2,DEG-only,20,15,LPL
3,2,DEG-only,20,16,PLIN1
3,2,DEG-only,20,17,ADAMTS5
3,2,DEG-only,20,18,TOP2A
3,2,DEG-only,20,19,FMO2
3,2,DEG-only,20,20,NTRK2
3,2,LASSO,20,1,SEL1L2
3,2,LASSO,20,2,CTHRC1
3,2,LASSO,20,3,GSTM5
3,2,LASSO,20,4,NT5DC3
3,2,LASSO,20,5,SEPTIN14P20
3,2,LASSO,20,6,SCN2B
3,2,LASSO,20,7,SNX19
3,2,LASSO,20,8,RBMS3-AS3
3,2,LASSO,20,9,STXBP3
3,2,LASSO,20,10,OTUD7A
3,2,LASSO,20,11,CLEC4G
3,2,LASSO,20,12,IGFBP7
3,2,LASSO,20,13,CILP2
3,2,LASSO,20,14,DCAF4L1
3,2,LASSO,20,15,TMEM143
3,2,LASSO,20,16,COL10A1
3,2,LASSO,20,17,TCEAL7
3,2,LASSO,20,18,HYAL1
3,2,LASSO,20,19,SORCS3-AS1
3,2,LASSO,20,20,CREB5
3,2,NIBFS,20,1,CDK1
3,2,NIBFS,20,2,EGFR
3,2,NIBFS,20,3,CCNB1
3,2,NIBFS,20,4,BUB1B
3,2,NIBFS,20,5,CDC20
3,2,NIBFS,20,6,EZH2
3,2,NIBFS,20,7,STAT1
3,2,NIBFS,20,8,CAV1
3,2,NIBFS,20,9,TOP2A
3,2,NIBFS,20,10,RRM2
3,2,NIBFS,20,11,GNAI1
3,2,NIBFS,20,12,FN1
3,2,NIBFS,20,13,PPARG
3,2,NIBFS,20,14,CCNB2
3,2,NIBFS,20,15,UBE2C
3,2,NIBFS,20,16,CCNA2
3,2,NIBFS,20,17,FGF2
3,2,NIBFS,20,18,FOS
3,2,NIBFS,20,19,KIT
3,2,NIBFS,20,20,GNG2
3,2,mRMR,20,1,COL10A1
3,2,mRMR,20,2,MT-ND4
3,2,mRMR,20,3,RPLP1
3,2,mRMR,20,4,TPRG1
3,2,mRMR,20,5,TDRD12
3,2,mRMR,20,6,VEGFD
3,2,mRMR,20,7,AHSG
3,2,mRMR,20,8,TPT1
3,2,mRMR,20,9,MRFAP1
3,2,mRMR,20,10,RPL32
3,2,mRMR,20,11,PON3
3,2,mRMR,20,12,RPS15
3,2,mRMR,20,13,FRAS1
3,2,mRMR,20,14,TNNC1
3,2,mRMR,20,15,HINT1
3,2,mRMR,20,16,SCARA5
3,2,mRMR,20,17,EPHA7
3,2,mRMR,20,18,NFE4
3,2,mRMR,20,19,RPS12
3,2,mRMR,20,20,S100A7
3,3,DEG-only,20,1,COL11A1
3,3,DEG-only,20,2,COL10A1
3,3,DEG-only,20,3,ADH1B
3,3,DEG-only,20,4,SCARA5
3,3,DEG-only,20,5,VEGFD
3,3,DEG-only,20,6,CAVIN2
3,3,DEG-only,20,7,ABCA8
3,3,DEG-only,20,8,INHBA
3,3,DEG-only,20,9,RRM2
3,3,DEG-only,20,10,CHRDL1
3,3,DEG-only,20,11,CD300LG
3,3,DEG-only,20,12,TOP2A
3,3,DEG-only,20,13,ECRG4
3,3,DEG-only,20,14,FMO2
3,3,DEG-only,20,15,MMP11
3,3,DEG-only,20,16,ADAMTS5
3,3,DEG-only,20,17,NTRK2
3,3,DEG-only,20,18,MATN2
3,3,DEG-only,20,19,EBF1
3,3,DEG-only,20,20,UHRF1
3,3,LASSO,20,1,HPR
3,3,LASSO,20,2,QRICH1
3,3,LASSO,20,3,DCLK2
3,3,LASSO,20,4,PCCB
3,3,LASSO,20,5,PAMR1
3,3,LASSO,20,6,RBMS3-AS3
3,3,LASSO,20,7,ELP5
3,3,LASSO,20,8,NTS
3,3,LASSO,20,9,CILP2
3,3,LASSO,20,10,GSTM5
3,3,LASSO,20,11,FREY1
3,3,LASSO,20,12,CCDC141
3,3,LASSO,20,13,PPBP
3,3,LASSO,20,14,GPBAR1
3,3,LASSO,20,15,FTO
3,3,LASSO,20,16,DDX42
3,3,LASSO,20,17,CTHRC1
3,3,LASSO,20,18,EFHB
3,3,LASSO,20,19,CLEC4G
3,3,LASSO,20,20,DYNC2H1
3,3,NIBFS,20,1,CDK1
3,3,NIBFS,20,2,EGFR
3,3,NIBFS,20,3,CCNB1
3,3,NIBFS,20,4,CDC20
3,3,NIBFS,20,5,BUB1B
3,3,NIBFS,20,6,STAT1
3,3,NIBFS,20,7,FN1
3,3,NIBFS,20,8,EZH2
3,3,NIBFS,20,9,CAV1
3,3,NIBFS,20,10,TOP2A
3,3,NIBFS,20,11,RRM2
3,3,NIBFS,20,12,PPARG
3,3,NIBFS,20,13,CCNA2
3,3,NIBFS,20,14,FGF2
3,3,NIBFS,20,15,GNAI1
3,3,NIBFS,20,16,CCNB2
3,3,NIBFS,20,17,UBE2C
3,3,NIBFS,20,18,KIT
3,3,NIBFS,20,19,FOS
3,3,NIBFS,20,20,AURKA
3,3,mRMR,20,1,COL10A1
3,3,mRMR,20,2,RPLP1
3,3,mRMR,20,3,MT-ND4
3,3,mRMR,20,4,UBB
3,3,mRMR,20,5,S100A7
3,3,mRMR,20,6,TPT1
3,3,mRMR,20,7,ECEL1
3,3,mRMR,20,8,TRPM6
3,3,mRMR,20,9,RPL32
3,3,mRMR,20,10,MRFAP1
3,3,mRMR,20,11,LYVE1
3,3,mRMR,20,12,RPS3
3,3,mRMR,20,13,C7ORF57
3,3,mRMR,20,14,CRYBA2
3,3,mRMR,20,15,PRAME
3,3,mRMR,20,16,RPS15
3,3,mRMR,20,17,UGT2B4
3,3,mRMR,20,18,NCR3
3,3,mRMR,20,19,RPS12
3,3,mRMR,20,20,PPARGC1A
3,4,DEG-only,20,1,COL11A1
3,4,DEG-only,20,2,COL10A1
3,4,DEG-only,20,3,SCARA5
3,4,DEG-only,20,4,CAVIN2
3,4,DEG-only,20,5,VEGFD
3,4,DEG-only,20,6,ADH1B
3,4,DEG-only,20,7,CHRDL1
3,4,DEG-only,20,8,ABCA8
3,4,DEG-only,20,9,INHBA
3,4,DEG-only,20,10,CD300LG
3,4,DEG-only,20,11,RRM2
3,4,DEG-only,20,12,ADAMTS5
3,4,DEG-only,20,13,FMO2
3,4,DEG-only,20,14,ECRG4
3,4,DEG-only,20,15,MMP11
3,4,DEG-only,20,16,TOP2A
3,4,DEG-only,20,17,NTRK2
3,4,DEG-only,20,18,MAMDC2
3,4,DEG-only,20,19,EBF1
3,4,DEG-only,20,20,ITIH5
3,4,LASSO,20,1,FUBP3
3,4,LASSO,20,2,RBMS3-AS3
3,4,LASSO,20,3,SEL1L2
3,4,LASSO,20,4,GSTM5
3,4,LASSO,20,5,PTBP1
3,4,LASSO,20,6,CNP
3,4,LASSO,20,7,OTUD7A
3,4,LASSO,20,8,RPS12
3,4,LASSO,20,9,EGFEM1P
3,4,LASSO,20,10,PITHD1
3,4,LASSO,20,11,CTHRC1
3,4,LASSO,20,12,EDEM3
3,4,LASSO,20,13,CCND2
3,4,LASSO,20,14,HTR1F
3,4,LASSO,20,15,AKAP19
3,4,LASSO,20,16,GNAS-AS1
3,4,LASSO,20,17,PLA1A
3,4,LASSO,20,18,RIC3
3,4,LASSO,20,19,GREM2
3,4,LASSO,20,20,NPTX1
3,4,NIBFS,20,1,CDK1
3,4,NIBFS,20,2,EGFR
3,4,NIBFS,20,3,CCNB1
3,4,NIBFS,20,4,FN1
3,4,NIBFS,20,5,BUB1B
3,4,NIBFS,20,6,CDC20
3,4,NIBFS,20,7,EZH2
3,4,NIBFS,20,8,CAV1
3,4,NIBFS,20,9,TOP2A
3,4,NIBFS,20,10,RRM2
3,4,NIBFS,20,11,GNAI1
3,4,NIBFS,20,12,STAT1
3,4,NIBFS,20,13,KIT
3,4,NIBFS,20,14,PPARG
3,4,NIBFS,20,15,UBE2C
3,4,NIBFS,20,16,FGF2
3,4,NIBFS,20,17,GNG2
3,4,NIBFS,20,18,CCNB2
3,4,NIBFS,20,19,AURKA
3,4,NIBFS,20,20,FOXO1
3,4,mRMR,20,1,COL10A1
3,4,mRMR,20,2,RPLP1
3,4,mRMR,20,3,MT-ND4
3,4,mRMR,20,4,CSRP3
3,4,mRMR,20,5,TPT1
3,4,mRMR,20,6,SCN3B
3,4,mRMR,20,7,TPRG1
3,4,mRMR,20,8,APOA2
3,4,mRMR,20,9,RPL32
3,4,mRMR,20,10,DPP10
3,4,mRMR,20,11,S100A7
3,4,mRMR,20,12,SIMC1
3,4,mRMR,20,13,RPS12
3,4,mRMR,20,14,CA4
3,4,mRMR,20,15,CGA
3,4,mRMR,20,16,FLG2
3,4,mRMR,20,17,RPS15
3,4,mRMR,20,18,SEMA6A
3,4,mRMR,20,19,CFAP65
3,4,mRMR,20,20,NFE4
3,5,DEG-only,20,1,COL11A1
3,5,DEG-only,20,2,COL10A1
3,5,DEG-only,20,3,SCARA5
3,5,DEG-only,20,4,CAVIN2
3,5,DEG-only,20,5,INHBA
3,5,DEG-only,20,6,ADH1B
3,5,DEG-only,20,7,ABCA8
3,5,DEG-only,20,8,VEGFD
3,5,DEG-only,20,9,CHRDL1
3,5,DEG-only,20,10,CD300LG
3,5,DEG-only,20,11,RRM2
3,5,DEG-only,20,12,TOP2A
3,5,DEG-only,20,13,RBP4
3,5,DEG-only,20,14,PCLAF
3,5,DEG-only,20,15,FMO2
3,5,DEG-only,20,16,NTRK2
3,5,DEG-only,20,17,ECRG4
3,5,DEG-only,20,18,MMP11
3,5,DEG-only,20,19,LEP
3,5,DEG-only,20,20,UHRF1
3,5,LASSO,20,1,SEL1L2
3,5,LASSO,20,2,RBMS3-AS3
3,5,LASSO,20,3,AADAC
3,5,LASSO,20,4,CTHRC1
3,5,LASSO,20,5,PCNX1
3,5,LASSO,20,6,PTBP1
3,5,LASSO,20,7,SNORC
3,5,LASSO,20,8,GSTM5
3,5,LASSO,20,9,SNX19
3,5,LASSO,20,10,CLEC4G
3,5,LASSO,20,11,QRICH1
3,5,LASSO,20,12,GSR
3,5,LASSO,20,13,OTUD7A
3,5,LASSO,20,14,TMEM87A
3,5,LASSO,20,15,STXBP3
3,5,LASSO,20,16,SEPTIN14P20
3,5,LASSO,20,17,CILP2
3,5,LASSO,20,18,STPG3-AS1
3,5,LASSO,20,19,DNAH9
3,5,LASSO,20,20,LINC00852
3,5,NIBFS,20,1,CDK1
3,5,NIBFS,20,2,EGFR
3,5,NIBFS,20,3,CCNB1
3,5,NIBFS,20,4,FN1
3,5,NIBFS,20,5,CDC20
3,5,NIBFS,20,6,BUB1B
3,5,NIBFS,20,7,EZH2
3,5,NIBFS,20,8,STAT1
3,5,NIBFS,20,9,CAV1
3,5,NIBFS,20,10,TOP2A
3,5,NIBFS,20,11,GNAI1
3,5,NIBFS,20,12,RRM2
3,5,NIBFS,20,13,PPARG
3,5,NIBFS,20,14,CCNA2
3,5,NIBFS,20,15,FGF2
3,5,NIBFS,20,16,UBE2C
3,5,NIBFS,20,17,CCNB2
3,5,NIBFS,20,18,MAD2L1
3,5,NIBFS,20,19,GNG2
3,5,NIBFS,20,20,FOS
3,5,mRMR,20,1,COL10A1
3,5,mRMR,20,2,RPS15
3,5,mRMR,20,3,MT-ND4
3,5,mRMR,20,4,UBB
3,5,mRMR,20,5,TDRD12
3,5,mRMR,20,6,COL2A1
3,5,mRMR,20,7,MAGEA6
3,5,mRMR,20,8,RPS12
3,5,mRMR,20,9,OGDHL
3,5,mRMR,20,10,COL11A1
3,5,mRMR,20,11,ITIH2
3,5,mRMR,20,12,TPT1
3,5,mRMR,20,13,TNNC1
3,5,mRMR,20,14,TRIM55
3,5,mRMR,20,15,DSCAM-AS1
3,5,mRMR,20,16,S100A7
3,5,mRMR,20,17,ZNF252P-AS1
3,5,mRMR,20,18,MT-ND2
3,5,mRMR,20,19,PABPC1
3,5,mRMR,20,20,RPL32
4,1,DEG-only,20,1,COL10A1
4,1,DEG-only,20,2,COL11A1
4,1,DEG-only,20,3,SCARA5
4,1,DEG-only,20,4,ADH1B
4,1,DEG-only,20,5,CAVIN2
4,1,DEG-only,20,6,VEGFD
4,1,DEG-only,20,7,INHBA
4,1,DEG-only,20,8,CHRDL1
4,1,DEG-only,20,9,ABCA8
4,1,DEG-only,20,10,CD300LG
4,1,DEG-only,20,11,RRM2
4,1,DEG-only,20,12,PLIN1
4,1,DEG-only,20,13,CD36
4,1,DEG-only,20,14,ECRG4
4,1,DEG-only,20,15,MMP11
4,1,DEG-only,20,16,LPL
4,1,DEG-only,20,17,LEP
4,1,DEG-only,20,18,FABP4
4,1,DEG-only,20,19,RBP4
4,1,DEG-only,20,20,NTRK2
4,1,LASSO,20,1,RBMS3-AS3
4,1,LASSO,20,2,SEL1L2
4,1,LASSO,20,3,CLEC4G
4,1,LASSO,20,4,GSTM5
4,1,LASSO,20,5,PCNX1
4,1,LASSO,20,6,CTHRC1
4,1,LASSO,20,7,CCDC141
4,1,LASSO,20,8,AADAC
4,1,LASSO,20,9,QRICH1
4,1,LASSO,20,10,HPR
4,1,LASSO,20,11,PTBP1
4,1,LASSO,20,12,KRABD2
4,1,LASSO,20,13,TMEM143
4,1,LASSO,20,14,SORCS3-AS1
4,1,LASSO,20,15,IGFBP7
4,1,LASSO,20,16,SHISAL1
4,1,LASSO,20,17,SNORC
4,1,LASSO,20,18,ASB3
4,1,LASSO,20,19,EDEM3
4,1,LASSO,20,20,SNX19
4,1,NIBFS,20,1,CDK1
4,1,NIBFS,20,2,EGFR
4,1,NIBFS,20,3,CCNB1
4,1,NIBFS,20,4,BUB1B
4,1,NIBFS,20,5,FN1
4,1,NIBFS,20,6,CDC20
4,1,NIBFS,20,7,EZH2
4,1,NIBFS,20,8,STAT1
4,1,NIBFS,20,9,CAV1
4,1,NIBFS,20,10,GNAI1
4,1,NIBFS,20,11,TOP2A
4,1,NIBFS,20,12,PPARG
4,1,NIBFS,20,13,RRM2
4,1,NIBFS,20,14,FGF2
4,1,NIBFS,20,15,CCNB2
4,1,NIBFS,20,16,CCNA2
4,1,NIBFS,20,17,FOS
4,1,NIBFS,20,18,UBE2C
4,1,NIBFS,20,19,GNG2
4,1,NIBFS,20,20,KIT
4,1,mRMR,20,1,RPS18
4,1,mRMR,20,2,LYVE1
4,1,mRMR,20,3,CST5
4,1,mRMR,20,4,MT-ND4
4,1,mRMR,20,5,S100A7
4,1,mRMR,20,6,UBB
4,1,mRMR,20,7,RPLP1
4,1,mRMR,20,8,COL10A1
4,1,mRMR,20,9,ZBBX
4,1,mRMR,20,10,CSRP3
4,1,mRMR,20,11,RPS15
4,1,mRMR,20,12,PRAME
4,1,mRMR,20,13,NKX2-2
4,1,mRMR,20,14,TPT1
4,1,mRMR,20,15,SCG3
4,1,mRMR,20,16,ZC3H12B
4,1,mRMR,20,17,RPS12
4,1,mRMR,20,18,AADAC
4,1,mRMR,20,19,RPL32
4,1,mRMR,20,20,PIK3CD-AS1
4,2,DEG-only,20,1,COL11A1
4,2,DEG-only,20,2,COL10A1
4,2,DEG-only,20,3,SCARA5
4,2,DEG-only,20,4,CAVIN2
4,2,DEG-only,20,5,VEGFD
4,2,DEG-only,20,6,ADH1B
4,2,DEG-only,20,7,ABCA8
4,2,DEG-only,20,8,CHRDL1
4,2,DEG-only,20,9,INHBA
4,2,DEG-only,20,10,RRM2
4,2,DEG-only,20,11,ECRG4
4,2,DEG-only,20,12,CD300LG
4,2,DEG-only,20,13,FMO2
4,2,DEG-only,20,14,NTRK2
4,2,DEG-only,20,15,MMP11
4,2,DEG-only,20,16,MAMDC2
4,2,DEG-only,20,17,ADAMTS5
4,2,DEG-only,20,18,MATN2
4,2,DEG-only,20,19,TOP2A
4,2,DEG-only,20,20,MME
4,2,LASSO,20,1,SEL1L2
4,2,LASSO,20,2,CLEC4G
4,2,LASSO,20,3,PCNX1
4,2,LASSO,20,4,CTHRC1
4,2,LASSO,20,5,CCDC141
4,2,LASSO,20,6,QRICH1
4,2,LASSO,20,7,SNX19
4,2,LASSO,20,8,B4GALT5
4,2,LASSO,20,9,TP53AIP1
4,2,LASSO,20,10,RBMS3-AS3
4,2,LASSO,20,11,GSTM5
4,2,LASSO,20,12,SNORC
4,2,LASSO,20,13,CD34
4,2,LASSO,20,14,COL11A1
4,2,LASSO,20,15,PPBP
4,2,LASSO,20,16,FREY1
4,2,LASSO,20,17,BPIFB2
4,2,LASSO,20,18,OPRPN
4,2,LASSO,20,19,ZNF702P
4,2,LASSO,20,20,STXBP3
4,2,NIBFS,20,1,CDK1
4,2,NIBFS,20,2,EGFR
4,2,NIBFS,20,3,CCNB1
4,2,NIBFS,20,4,BUB1B
4,2,NIBFS,20,5,CDC20
4,2,NIBFS,20,6,FN1
4,2,NIBFS,20,7,EZH2
4,2,NIBFS,20,8,CAV1
4,2,NIBFS,20,9,STAT1
4,2,NIBFS,20,10,TOP2A
4,2,NIBFS,20,11,GNAI1
4,2,NIBFS,20,12,RRM2
4,2,NIBFS,20,13,FGF2
4,2,NIBFS,20,14,KIT
4,2,NIBFS,20,15,CCNB2
4,2,NIBFS,20,16,PPARG
4,2,NIBFS,20,17,UBE2C
4,2,NIBFS,20,18,GNG2
4,2,NIBFS,20,19,CCNA2
4,2,NIBFS,20,20,MAD2L1
4,2,mRMR,20,1,COL10A1
4,2,mRMR,20,2,RPLP1
4,2,mRMR,20,3,UBB
4,2,mRMR,20,4,ART3
4,2,mRMR,20,5,CTAG2
4,2,mRMR,20,6,RPL32
4,2,mRMR,20,7,TPT1
4,2,mRMR,20,8,NKX2-2
4,2,mRMR,20,9,TRIM55
4,2,mRMR,20,10,ISL1
4,2,mRMR,20,11,RPS15
4,2,mRMR,20,12,MMP1
4,2,mRMR,20,13,ZBTB18
4,2,mRMR,20,14,EIF3L
4,2,mRMR,20,15,TDRD12
4,2,mRMR,20,16,RPS12
4,2,mRMR,20,17,GLYAT
4,2,mRMR,20,18,EGR4
4,2,mRMR,20,19,TPTE
4,2,mRMR,20,20,MRFAP1
4,3,DEG-only,20,1,COL11A1
4,3,DEG-only,20,2,COL10A1
4,3,DEG-only,20,3,SCARA5
4,3,DEG-only,20,4,ADH1B
4,3,DEG-only,20,5,CAVIN2
4,3,DEG-only,20,6,VEGFD
4,3,DEG-only,20,7,ABCA8
4,3,DEG-only,20,8,CHRDL1
4,3,DEG-only,20,9,INHBA
4,3,DEG-only,20,10,RRM2
4,3,DEG-only,20,11,ECRG4
4,3,DEG-only,20,12,CD300LG
4,3,DEG-only,20,13,TOP2A
4,3,DEG-only,20,14,ADAMTS5
4,3,DEG-only,20,15,FMO2
4,3,DEG-only,20,16,NTRK2
4,3,DEG-only,20,17,MATN2
4,3,DEG-only,20,18,MMP11
4,3,DEG-only,20,19,MAMDC2
4,3,DEG-only,20,20,CD36
4,3,LASSO,20,1,CTHRC1
4,3,LASSO,20,2,SEL1L2
4,3,LASSO,20,3,DCAF4L1
4,3,LASSO,20,4,STXBP3
4,3,LASSO,20,5,SCG2
4,3,LASSO,20,6,QRICH1
4,3,LASSO,20,7,GSTM5
4,3,LASSO,20,8,IFNGR1
4,3,LASSO,20,9,B4GALT5
4,3,LASSO,20,10,CD3E
4,3,LASSO,20,11,OTUD7A
4,3,LASSO,20,12,PTBP1
4,3,LASSO,20,13,CILP2
4,3,LASSO,20,14,AKAP19
4,3,LASSO,20,15,MRI1
4,3,LASSO,20,16,AADAC
4,3,LASSO,20,17,AQP4
4,3,LASSO,20,18,IGFBP7
4,3,LASSO,20,19,SAP30L
4,3,LASSO,20,20,HYAL1
4,3,NIBFS,20,1,CDK1
4,3,NIBFS,20,2,EGFR
4,3,NIBFS,20,3,CCNB1
4,3,NIBFS,20,4,CDC20
4,3,NIBFS,20,5,BUB1B
4,3,NIBFS,20,6,FN1
4,3,NIBFS,20,7,STAT1
4,3,NIBFS,20,8,EZH2
4,3,NIBFS,20,9,CAV1
4,3,NIBFS,20,10,TOP2A
4,3,NIBFS,20,11,RRM2
4,3,NIBFS,20,12,KIT
4,3,NIBFS,20,13,UBE2C
4,3,NIBFS,20,14,CCNA2
4,3,NIBFS,20,15,CCNB2
4,3,NIBFS,20,16,PPARG
4,3,NIBFS,20,17,GNAI1
4,3,NIBFS,20,18,FGF2
4,3,NIBFS,20,19,MAD2L1
4,3,NIBFS,20,20,AURKA
4,3,mRMR,20,1,COL10A1
4,3,mRMR,20,2,RPS15
4,3,mRMR,20,3,MT-ND2
4,3,mRMR,20,4,RALYL
4,3,mRMR,20,5,TDRD12
4,3,mRMR,20,6,TPT1
4,3,mRMR,20,7,H4C8
4,3,mRMR,20,8,LINC02880
4,3,mRMR,20,9,UBB
4,3,mRMR,20,10,RPLP1
4,3,mRMR,20,11,VEGFD
4,3,mRMR,20,12,TPRG1
4,3,mRMR,20,13,MT-ND4
4,3,mRMR,20,14,DNER
4,3,mRMR,20,15,HOTAIR
4,3,mRMR,20,16,RPS14
4,3,mRMR,20,17,MYL1
4,3,mRMR,20,18,ALB
4,3,mRMR,20,19,ABCA9
4,3,mRMR,20,20,C7ORF57
4,4,DEG-only,20,1,COL11A1
4,4,DEG-only,20,2,COL10A1
4,4,DEG-only,20,3,SCARA5
4,4,DEG-only,20,4,ADH1B
4,4,DEG-only,20,5,CAVIN2
4,4,DEG-only,20,6,INHBA
4,4,DEG-only,20,7,VEGFD
