Repeat,Fold,Method,Classifier,k,ROC_AUC,PR_AUC,Accuracy,Balanced_accuracy,Sensitivity,Specificity,Precision,F1,MCC,Brier_score
4,4,LASSO,LR,20,0.8396174863387977,0.8326713484016319,0.7768595041322314,0.776775956284153,0.7868852459016393,0.7666666666666667,0.7741935483870968,0.7804878048780488,0.5537032182736241,0.16608836973009297
4,4,LASSO,LightGBM,20,0.8967213114754098,0.8980228833621372,0.8181818181818182,0.8183060109289617,0.8032786885245902,0.8333333333333334,0.8305084745762712,0.8166666666666667,0.636786030887238,0.15257591091745532
4,4,LASSO,RF,20,0.9008196721311477,0.903553116451173,0.8016528925619835,0.8016393442622951,0.8032786885245902,0.8,0.8032786885245902,0.8032786885245902,0.6032786885245902,0.13070046280991734
4,4,NIBFS,LR,20,0.9147540983606557,0.9177373253927199,0.859504132231405,0.8596994535519126,0.8360655737704918,0.8833333333333333,0.8793103448275862,0.8571428571428571,0.719989304336641,0.1174108040598997
4,4,NIBFS,LightGBM,20,0.9497267759562842,0.9519016178737247,0.8842975206611571,0.8838797814207651,0.9344262295081968,0.8333333333333334,0.8507462686567164,0.890625,0.7722030203152156,0.09071708427753904
4,4,NIBFS,RF,20,0.940983606557377,0.9367814646542092,0.8842975206611571,0.884016393442623,0.9180327868852459,0.85,0.8615384615384616,0.8888888888888888,0.7701398766797592,0.10425276033057851
4,4,mRMR,LR,20,0.8991803278688525,0.8994103558736172,0.8760330578512396,0.8759562841530055,0.8852459016393442,0.8666666666666667,0.8709677419354839,0.8780487804878049,0.7521180931337678,0.12671213679947457
4,4,mRMR,LightGBM,20,0.994535519125683,0.9948938542757619,0.9421487603305785,0.9420765027322404,0.9508196721311475,0.9333333333333333,0.9354838709677419,0.943089430894309,0.8843946763738636,0.032702341050438226
4,4,mRMR,RF,20,0.9949453551912568,0.9954873662554422,0.9504132231404959,0.9502732240437158,0.9672131147540983,0.9333333333333333,0.9365079365079365,0.9516129032258065,0.9012855097203071,0.05504433057851239
4,5,DEG-only,LR,20,0.8753417167851285,0.8796157615427844,0.8429752066115702,0.8434937124111537,0.8225806451612904,0.864406779661017,0.864406779661017,0.8429752066115702,0.6869874248223072,0.14248999291009867
4,5,DEG-only,LightGBM,20,0.94313832695462,0.9587506387416491,0.8760330578512396,0.8773920174958993,0.8225806451612904,0.9322033898305084,0.9272727272727272,0.8717948717948718,0.7576894558217496,0.09582047916010607
4,5,DEG-only,RF,20,0.9454620010934937,0.9596641336033285,0.9090909090909091,0.9096500820120283,0.8870967741935484,0.9322033898305084,0.9322033898305084,0.9090909090909091,0.8193001640240568,0.09299004958677685
4,5,LASSO,LR,20,0.8619464188080919,0.8703128058526883,0.743801652892562,0.7458993985784581,0.6612903225806451,0.8305084745762712,0.803921568627451,0.7256637168141593,0.4978232832164511,0.15942956697163382
4,5,LASSO,LightGBM,20,0.9395844723892838,0.9476904116240663,0.8429752066115702,0.8447238928376162,0.7741935483870968,0.9152542372881356,0.9056603773584906,0.8347826086956521,0.6945937009494874,0.12511835035673602
4,5,LASSO,RF,20,0.9364406779661018,0.9456085560611278,0.8181818181818182,0.8205303444505194,0.7258064516129032,0.9152542372881356,0.9,0.8035714285714286,0.6507389765690842,0.117600826446281
